Year,Month,Day,Longitude,Latitude,Depth,Hour,Minute,Second,Mw_unified,Relation
2006,9,16,56.946,31.406,9.6,14,13,26.9,4,MN-Mw
2006,9,19,51.881,30.378,28,20,57,25,4.6,Ms-Mw
2006,9,22,57.778,36.601,8.5,15,40,53.6,4.1,MN-Mw
2006,9,22,56.807,29.362,12.8,17,44,59.7,4,ML-Mw
2006,9,23,52.506,27.581,18,9,22,24.3,4.6,Ms-Mw
2006,9,24,52.51,28.988,10,4,44,9.4,4.2,Ms-Mw
2006,9,24,52.423,28.785,18,6,43,24.7,4,ML-Mw
2006,9,24,56.519,27.234,26,9,35,3.3,4.2,Ms-Mw
2006,9,24,56.885,33.687,18.1,10,30,11,4.5,MN-Mw
2006,9,26,50.72,32.01,29.9,8,14,41,4.9,
2006,9,28,48.765,33.737,27.9,10,11,17.6,4.3,MN-Mw
2006,9,29,51.626,30.102,12.4,15,18,32,4.6,Ms-Mw
2006,9,30,56.043,27.89,24.8,16,16,24.8,4.2,MN-Mw
2006,10,6,56.39,36.955,4.7,17,29,28.3,4,MN-Mw
2006,10,9,56.675,30.758,10,7,43,54,4.6,Ms-Mw
2006,10,10,51.015,31.828,21.3,3,32,19.1,4.3,Ms-Mw
2006,10,11,44.178,39.015,5.9,23,41,33.4,4.5,Ms-Mw
2006,10,12,54.66,39.75,45,17,8,20,5.3,
2006,10,12,54.86,40.04,44.9,18,51,23.4,4.4,ML-Mw
2006,10,13,54.269,27.692,13.3,10,19,55,4.5,Ms-Mw
2006,10,17,51.732,29.934,18.4,4,3,26.8,4,ML-Mw
2006,10,17,53.202,26.998,4.6,12,17,19,4.2,MN-Mw
2006,10,22,55.686,26.486,12.2,4,55,15.7,4.1,MN-Mw
2006,10,22,44.642,38.91,10,17,16,47,4.4,Ms-Mw
2006,10,23,50.621,29.598,10,9,1,26.8,4.1,ML-Mw
2006,10,23,51.332,28.641,10.1,20,20,0,4.1,MN-Mw
2006,10,25,57.08,28.61,10,10,4,0.7,4.4,Ms-Mw
2006,10,26,57.43,26.876,20.4,3,33,15,4.3,Ms-Mw
2006,10,27,54.0305,26.4586,52.6,9,50,10,4.7,Ms-Mw
2006,10,29,52.317,28.136,7.8,13,1,48,4.1,Ms-Mw
2006,11,1,47.179,32.296,15.3,21,25,34,4.5,Ms-Mw
2006,11,3,49.705,30.757,21,0,29,18,4.4,MN-Mw
2006,11,3,51.26,28.275,18,7,54,13.3,4.1,Ms-Mw
2006,11,5,48.86,37.57,4.6,20,6,40,4.8,
2006,11,7,49.144,31.884,8.2,8,52,22.7,4.4,MN-Mw
2006,11,7,58.1,27.99,14,12,33,8,4.2,ML-Mw
2006,11,11,49.722,32.378,49.3,2,19,32,4.6,Ms-Mw
2006,11,11,55.6,37.434,7.5,17,3,57.3,4.4,MN-Mw
2006,11,13,55.059,27.667,7.8,10,59,56,4.6,Ms-Mw
2006,11,13,54.096,36.339,4,15,0,29.3,4.5,Ms-Mw
2006,11,13,56.423,27.312,7.8,18,31,53.3,4.5,Ms-Mw
2006,11,14,51.834,27.947,21.8,8,0,52.4,4,MN-Mw
2006,11,16,57.937,26.643,28,11,22,49.1,4.4,MN-Mw
2006,11,17,53.95,28.489,38,15,47,58.2,4,MN-Mw
2006,11,18,55.597,26.9,22.1,1,5,8,4.5,MN-Mw
2006,11,19,56.907,30.961,14.4,4,56,39.5,4,MN-Mw
2006,11,19,46.91,32.25,5.8,20,23,43.2,4.3,ML-Mw
2006,11,20,54.254,36.248,10,8,27,22.3,4,MN-Mw
2006,11,23,49.481,31.87,8.2,12,21,34.2,4.3,MN-Mw
2006,11,25,58.38,33.012,14.5,14,59,6.8,4.2,MN-Mw
2006,11,27,49.731,32.019,16.8,17,23,22.2,4.3,MN-Mw
2006,11,29,52.673,28.952,8,6,53,30,4.5,Ms-Mw
2006,11,30,50.547,30.543,21.3,1,55,22,4.4,Ms-Mw
2006,12,2,45.124,38.515,13.5,6,39,39,4.6,Ms-Mw
2006,12,2,48.602,38.765,,13,23,52.3,4.4,MN-Mw
2006,12,2,60.545,35.746,5.9,20,12,22.3,4.2,MN-Mw
2006,12,5,56.188,27.524,25,15,29,31.2,4.1,Ms-Mw
2006,12,8,56.584,30.844,7.5,7,58,37,4.7,Ms-Mw
2006,12,9,58.071,28.728,4.1,8,9,11.8,4.4,MN-Mw
2006,12,10,51.681,28.434,19,15,54,2.9,4.1,MN-Mw
2006,12,11,57.648,30.209,9.2,0,9,7.5,4,MN-Mw
2006,12,13,57.527,30.48,7.2,13,32,7,4.5,Ms-Mw
2006,12,15,56.687,28.177,12.8,15,15,48.5,5.1,Ms-Mw
2006,12,16,48.468,32.244,24.9,15,9,36,4.5,Ms-Mw
2006,12,17,49.325,32.827,4,12,9,32.8,4,MN-Mw
2006,12,18,55.728,26.914,5,19,43,37,4.3,Ms-Mw
2006,12,19,59.18,35.645,,8,57,11,4.4,Ms-Mw
2006,12,19,52.63,34.363,4,13,5,57.2,4.4,MN-Mw
2006,12,20,51.926,35.79,10,4,39,21.1,4.4,MN-Mw
2006,12,20,53.836,36.186,12,5,0,36.2,4.3,Ms-Mw
2006,12,21,56.308,28.091,,15,6,7.5,4.4,Ms-Mw
2006,12,23,48.211,32.636,,21,51,33.7,4,MN-Mw
2006,12,24,56.895,28.956,15.1,11,35,55.6,4.5,Ms-Mw
2006,12,25,45.914,38.717,17.9,10,4,55.5,4.1,MN-Mw
2006,12,28,57.349,28.901,7.2,3,32,48.9,4,MN-Mw
2006,12,28,57.609,28.109,35.5,19,48,42,4.3,Ms-Mw
2007,1,2,51.49,28.141,,0,32,56.3,4.5,Ms-Mw
2007,1,2,51.061,29.085,15.2,23,17,13.8,4.1,MN-Mw
2007,1,3,55.537,32.224,7.1,7,49,10.7,4.4,MN-Mw
2007,1,4,45.858,38.763,21.6,13,52,47,4,MN-Mw
2007,1,7,56.646,33.975,17.8,15,32,22,4.5,Ms-Mw
2007,1,11,49.554,31.437,16.8,7,15,50.1,4,MN-Mw
2007,1,12,45.09,40.03,14,8,0,19.5,4.2,ML-Mw
2007,1,15,48.38,38.93,30,21,7,50.1,4.2,ML-Mw
2007,1,19,48.648,32.837,21.4,5,47,15,4.5,Ms-Mw
2007,1,19,49.67,31.484,11.9,10,12,2.5,4.5,Ms-Mw
2007,1,22,55.196,32.683,10.5,15,32,51.2,4.1,MN-Mw
2007,1,26,50.978,33.396,26.6,8,58,12.3,4.1,MN-Mw
2007,2,3,54.625,36.772,10,8,30,7.8,4.4,MN-Mw
2007,2,7,57.557,31.529,29.1,19,18,16,4.2,MN-Mw
2007,2,7,52.864,27.197,28.8,21,59,17.1,4,MN-Mw
2007,2,9,54.479,36.772,29.5,0,14,40.8,4.2,MN-Mw
2007,2,12,50.534,29.705,9.8,18,30,21,4.5,Ms-Mw
2007,2,13,51.335,29.294,28.1,3,45,20.6,4.3,MN-Mw
2007,2,16,51.374,29.098,14,2,45,19,4.7,Ms-Mw
2007,2,16,56.604,31.568,14.7,22,14,54.5,4.3,Ms-Mw
2007,2,19,56.812,30.851,14.5,2,45,55,4.7,MN-Mw
2007,2,20,56.543,27.596,20.3,9,23,18,5.2,Ms-Mw
2007,2,21,56.99,31.149,11.7,12,24,34,4.1,MN-Mw
2007,2,22,50.787,31.705,34,2,9,9,4.7,Ms-Mw
2007,2,22,57.601,29.539,17.7,19,5,1,4,MN-Mw
2007,2,24,51.82,28.1,4.8,0,18,50,4.4,MN-Mw
2007,2,27,55.23,27.97,6.5,22,28,15,5,
2007,2,28,57.616,30.187,6.3,20,3,15,4,MN-Mw
2007,3,4,57.26,28.316,28.3,4,42,29,4,MN-Mw
2007,3,6,48.851,33.458,15.8,22,32,6,4.8,Ms-Mw
2007,3,10,55.72,26.403,5,18,15,31.6,4.4,MN-Mw
2007,3,11,48.866,31.226,14.1,13,48,38,4.1,MN-Mw
2007,3,17,58.141,26.681,30.1,14,20,24,4.6,Ms-Mw
2007,3,18,51.873,28.162,18.7,14,19,45,4.7,Ms-Mw
2007,3,19,44.776,39.458,,0,41,13.9,4.1,MN-Mw
2007,3,23,55.12,27.48,,21,38,6,5,
2007,3,26,58.265,29.063,9.3,6,36,55,4.7,Ms-Mw
2007,3,26,49.071,32.144,7.4,7,4,38.9,4,MN-Mw
2007,3,26,57.339,28.402,54.1,11,0,42,4.5,Ms-Mw
2007,3,26,44.3918,38.4849,10,18,54,33,4.3,Ms-Mw
2007,3,26,56.828,31.25,,21,19,8.5,4,MN-Mw
2007,3,28,46.375,32.961,10.9,3,58,15,4.3,MN-Mw
2007,4,1,55.888,26.855,23.2,7,34,46,4.1,MN-Mw
2007,4,1,56.82,30.753,10,19,51,26.4,4.4,MN-Mw
2007,4,3,56.601,37.17,,12,38,32.8,4.1,MN-Mw
2007,4,3,53.096,35.887,,22,27,37,4,MN-Mw
2007,4,4,48.608,33.061,21.3,12,41,30.1,4,MN-Mw
2007,4,8,56.767,30.965,16.5,11,22,20,4.5,Ms-Mw
2007,4,9,44.501,38.862,6,21,26,51,4.5,Ms-Mw
2007,4,11,59.786,31.838,,22,15,12,4.3,Ms-Mw
2007,4,12,53.192,27.569,13.9,5,59,16.6,4.3,Ms-Mw
2007,4,12,56.017,32.104,5.3,12,59,41,4.2,MN-Mw
2007,4,14,57.364,30.738,19.3,13,6,42.5,4,MN-Mw
2007,4,15,49.428,32.195,4.3,3,56,11,4.8,Ms-Mw
2007,4,18,50.28,30.929,10.4,0,14,47,4.5,Ms-Mw
2007,4,20,56.762,37.524,15.4,7,58,31.1,4.4,MN-Mw
2007,4,20,56.614,37.384,13.1,8,0,16,4.3,MN-Mw
2007,4,21,60.545,26.999,7,22,1,23.7,4.3,MN-Mw
2007,4,22,52.472,27.74,12.9,3,40,46.5,4.1,MN-Mw
2007,4,23,51.5,29.615,5,11,36,31,4.4,MN-Mw
2007,4,24,57.138,34.085,9.9,11,38,40.5,4.6,Ms-Mw
2007,4,25,56.34,28.04,21.7,4,18,59,5.2,
2007,4,26,56.86,30.794,32.1,3,45,25.2,4,MN-Mw
2007,4,29,62.108,25.206,30.4,6,33,54,4.9,Ms-Mw
2007,4,30,55.313,28.375,,1,38,18.9,4.3,Ms-Mw
2007,4,30,60.319,33.023,,12,44,52.7,4.1,MN-Mw
2007,5,1,55.834,26.883,8.7,7,51,27,4.2,Ms-Mw
2007,5,1,56.544,27.522,11.8,10,18,49.9,4,MN-Mw
2007,5,3,55.566,32.161,4.5,0,3,22.5,4,MN-Mw
2007,5,6,62.917,24.984,26.4,10,57,58,4.9,Ms-Mw
2007,5,8,56.202,31.795,23.8,3,28,25.4,4.7,MN-Mw
2007,5,8,56.268,32.57,5,14,22,50,4.2,MN-Mw
2007,5,9,45.34,38.309,5.8,4,32,48.7,4,MN-Mw
2007,5,9,57.811,27.477,10,9,8,3.3,4,MN-Mw
2007,5,9,58.421,29.297,16.8,10,46,40.8,4.3,MN-Mw
2007,5,11,54.036,34.383,5.6,5,48,48,4.7,MN-Mw
2007,5,11,49.287,36.847,4.7,14,50,9.7,4.5,MN-Mw
2007,5,16,56.104,27.92,7,0,19,7,4.5,Ms-Mw
2007,5,16,55.981,27.941,8,0,27,36,4.4,MN-Mw
2007,5,17,50.781,31.807,24.6,9,16,31,4.6,Ms-Mw
2007,5,18,53.351,27.775,13.5,23,3,37,4.9,Ms-Mw
2007,5,22,49.32,35.672,,11,53,10.5,4.4,MN-Mw
2007,5,22,56.705,27.145,6.3,22,31,34,4.4,MN-Mw
2007,5,24,52.339,28.215,15,21,51,41,4.1,Ms-Mw
2007,5,26,44.436,39.197,4,9,8,22.1,4.2,MN-Mw
2007,5,27,57.651,30.296,34,20,44,22,4,MN-Mw
2007,5,28,51.836,30.293,32.9,14,12,6,4.3,Ms-Mw
2007,5,29,52.494,29.423,10,6,18,56,4,MN-Mw
2007,5,30,50.771,30.282,18.4,10,50,23.7,4.5,Ms-Mw
2007,5,31,51.244,29.116,5.8,10,28,36,4.6,Ms-Mw
2007,6,2,43.74,39.11,14,18,23,43.8,4.2,ML-Mw
2007,6,3,49.801,32.569,8.7,6,45,54.4,4.1,MN-Mw
2007,6,3,57.287,30.125,34.7,12,10,1.6,4.4,MN-Mw
2007,6,4,51.335,36.422,,8,3,5,4.2,MN-Mw
2007,6,7,55.186,36.932,15.5,2,29,51.3,4,MN-Mw
2007,6,7,57.243,28.802,34.3,21,5,0,4,MN-Mw
2007,6,8,49.687,32.533,18.2,4,42,22.1,4,MN-Mw
2007,6,8,49.897,32.197,12.1,17,12,42.8,4.1,MN-Mw
2007,6,9,50.012,32.554,13.1,5,8,9,4.5,MN-Mw
2007,6,15,52.259,34.309,10.4,8,47,28.2,4.2,MN-Mw
2007,6,15,57.603,30.319,13.2,13,37,44.2,4.3,MN-Mw
2007,6,18,52.687,28.394,23.2,4,59,28.3,4.1,MN-Mw
2007,6,18,50.858,34.507,14,14,28,17,5.9,MN-Mw
2007,6,20,50.091,31.322,5.6,9,22,7,4.2,MN-Mw
2007,6,22,57.202,28.557,11.1,10,54,4.1,4,MN-Mw
2007,6,24,52.851,27.705,26.9,7,10,39,4.6,Ms-Mw
2007,6,24,59.184,35.209,5.5,23,1,0,4.1,MN-Mw
2007,6,27,55.907,26.91,5.8,19,8,18,4.2,MN-Mw
2007,6,28,58.12,29.777,10.6,13,5,39.7,4.4,MN-Mw
2007,7,4,55.96,32.16,12,6,11,7,5,
2007,7,8,44.894,36.336,10.9,13,44,39,4.5,Ms-Mw
2007,7,11,48.6,38.79,14.8,6,51,15.9,5.2,
2007,7,11,57.081,30.709,15,7,9,4,4,MN-Mw
2007,7,16,57.004,28.229,,17,25,53.4,4.2,MN-Mw
2007,7,16,56.371,31.353,4.2,19,35,46,4.1,MN-Mw
2007,7,19,54.684,34.85,6.4,18,19,51.8,4.1,MN-Mw
2007,7,19,49.771,31.016,29.1,18,20,7,4.1,mb(Zagros)-Mw
2007,7,23,55.685,27.566,18,17,53,39,4.4,MN-Mw
2007,7,24,55.65,27.14,21.6,10,8,4,5,
2007,7,28,57.193,30.485,19.1,21,43,10.4,4,MN-Mw
2007,7,29,56.138,32.036,,15,8,48,4.6,Ms-Mw
2007,8,1,50.905,28.798,15.6,23,15,20,4.1,MN-Mw
2007,8,13,56.554,37.088,10,4,37,36,4.5,MN-Mw
2007,8,14,48.073,31.165,25,0,58,28.2,4,MN-Mw
2007,8,14,61.296,28.589,21.7,3,23,21.1,4.5,MN-Mw
2007,8,14,48.189,33.174,5,17,39,52.8,4,MN-Mw
2007,8,15,51.82,27.863,11.7,12,24,55.9,4.1,MN-Mw
2007,8,16,58.669,29.779,7.3,12,41,25.5,4,MN-Mw
2007,8,17,47.925,32.693,9.2,22,44,58,4.1,MN-Mw
2007,8,17,47.84,32.609,7.1,22,46,15.6,4.2,MN-Mw
2007,8,17,48.4,31.6,,22,47,55,4.4,MN-Mw
2007,8,19,55.554,38.642,45,13,45,34,4.7,Ms-Mw
2007,8,20,56.454,39.817,33,4,53,49,4.8,mb(Zagros)-Mw
2007,8,20,49.051,37.476,,16,8,58.5,4.4,MN-Mw
2007,8,25,56.74,28.05,5.7,4,24,22,5,
2007,8,25,51.928,34.921,9.4,10,7,36,4.5,Ms-Mw
2007,8,28,56.669,28.242,10,9,30,36,4.7,Ms-Mw
2007,8,29,56.598,27.799,30.3,4,20,6.9,4,MN-Mw
2007,8,31,55.862,26.743,21,5,24,0.3,4.2,MN-Mw
2007,9,5,56.414,28.394,12.5,12,25,43,4.6,MN-Mw
2007,9,5,56.319,28.564,10.6,15,59,9.6,4.6,Ms-Mw
2007,9,6,50.334,30.579,11.4,2,10,24.8,4.1,MN-Mw
2007,9,10,54.365,36.677,,4,44,56.5,4.1,MN-Mw
2007,9,16,46.377,38.104,15.6,5,20,0,4.6,MN-Mw
2007,9,18,44.648,35.466,10,20,53,32,4.3,Ms-Mw
2007,9,21,44.739,37.518,8.5,9,49,27.3,4.6,MN-Mw
2007,9,21,44.287,37.288,10,10,21,19,4.6,Ms-Mw
2007,9,29,48.57,37.38,20,21,52,17.5,4.6,ML-Mw
2007,10,2,60.201,32.297,4,6,2,27,4.1,MN-Mw
2007,10,3,49.576,31.256,,8,29,35,4.2,MN-Mw
2007,10,8,52.96,34.71,18,2,34,52.1,4.3,ML-Mw
2007,10,10,56.14,27.22,,3,53,33.7,4.5,Ms-Mw
2007,10,12,55.96,31.62,14,14,40,35.7,4,ML-Mw
2007,10,14,52.901,27.675,15.7,7,40,28,4.4,MN-Mw
2007,10,16,44.74,37.72,5,22,20,43.9,4.2,ML-Mw
2007,10,17,55.884,31.941,5,10,44,30,4.4,MN-Mw
2007,10,17,56.5,27.74,14,13,26,39.8,4.2,ML-Mw
2007,10,21,51.192,29.644,14.2,22,41,49,4.2,Ms-Mw
2007,11,8,48.83,33.554,15,9,40,37,4.4,Ms-Mw
2007,11,9,44.864,37.22,5,9,8,53,4.5,Ms-Mw
2007,11,11,53.829,27.849,17.2,23,23,49,4.2,Ms-Mw
2007,11,14,56.75,31.21,16.8,2,0,27.1,4.1,MN-Mw
2007,11,17,55.263,27.494,25.8,2,59,13,4,MN-Mw
2007,11,17,57.23,28.01,7.8,15,26,46.7,4,MN-Mw
2007,11,18,57.356,27.798,24.9,14,34,33,4.9,MN-Mw
2007,11,19,53.06,34.73,14,12,24,1.2,4.1,ML-Mw
2007,11,19,52.962,34.735,14.1,17,34,30,4.6,Ms-Mw
2007,11,19,51.775,30.427,30,18,25,18,4.6,Ms-Mw
2007,11,20,49.948,31.623,30,5,20,4,4.9,Ms-Mw
2007,11,20,49.24,32.7,14,11,36,16.4,4,ML-Mw
2007,11,22,54.73,26.836,13,3,44,51,4.9,Ms-Mw
2007,11,22,52.32,28.57,15.7,3,45,16,5.3,mb(Alborz)-Mw
2007,11,22,52.14,28.21,33,16,21,11,4.6,mb(Zagros)-Mw
2007,11,29,46.93,34.12,15,1,10,47.4,4.2,ML-Mw
2007,12,1,56.546,30.441,20.3,16,55,1,4,MN-Mw
2007,12,1,46.573,37.661,,18,21,31,4.2,MN-Mw
2007,12,1,46.398,38.18,,18,44,42,4.8,MN-Mw
2007,12,6,60.13,35.02,16,17,3,12.2,4.3,ML-Mw
2007,12,11,51.32,29.56,9.6,0,29,42.1,4,MN-Mw
2007,12,12,53.68,36.19,14,2,52,45.3,4.1,ML-Mw
2007,12,12,50.24,30.36,14,17,38,59.8,4,ML-Mw
2007,12,14,47.625,37.297,13.8,21,55,24,4.7,MN-Mw
2007,12,16,47.62,32.36,10,4,26,31.1,4.5,mb(Zagros)-Mw
2007,12,16,61.002,35.824,21.9,23,38,42,4,MN-Mw
2007,12,18,52.218,27.722,24,1,2,26,4.2,ML-Mw
2007,12,19,48.984,35.864,20.5,15,25,12,4.3,MN-Mw
2007,12,20,54.93,36.62,16,23,20,3.1,4.5,ML-Mw
2007,12,22,58.1,28.68,6.3,10,4,39.7,4.1,MN-Mw
2007,12,24,55.25,36.9,,20,13,39,4,MN-Mw
2007,12,25,54.673,26.823,30,13,15,55,4.3,ML-Mw
2007,12,27,56.842,31.459,6.2,9,21,48.9,4.2,MN-Mw
2007,12,28,56.758,27.336,9.8,17,11,40.7,4,MN-Mw
2007,12,31,57.496,30.608,,5,3,52,4.2,MN-Mw
2008,1,3,56.372,27.624,32.1,6,48,11.6,4.1,ML-Mw
2008,1,5,54.872,26.88,23.9,0,37,40.8,4.5,MN-Mw
2008,1,5,49.489,31.601,14.1,8,7,56.6,4.8,Ms-Mw
2008,1,11,43.7333,39.6333,5,0,32,12,4.3,Ms-Mw
2008,1,11,46.123,35.062,,12,56,38,4.6,mb(Alborz)-Mw
2008,1,12,48.064,32.687,12.2,5,30,58.6,4.1,MN-Mw
2008,1,13,51.255,29.166,8,14,30,44.3,4,ML-Mw
2008,1,18,54.718,27.032,25.8,11,17,53.6,4.6,MN-Mw
2008,1,19,57.345,33.29,14.9,21,41,28.1,4.9,MN-Mw
2008,1,25,43.6167,39.3333,5,8,19,55.98,4.1,Ms-Mw
2008,1,28,51.795,28.884,4.3,1,20,19.4,4.7,Ms-Mw
2008,1,29,57.487,30.984,23.4,4,33,42,4.4,MN-Mw
2008,1,30,46.38,33.14,14,10,57,47.3,4,Ms-Mw
2008,1,31,48.42,39.54,20,11,57,0.5,4,ML-Mw
2008,2,1,50.95,31.63,21.1,1,57,49.6,4.2,MN-Mw
2008,2,2,52.861,26.478,20,5,33,25.1,4.9,MN-Mw
2008,2,2,48.524,33.982,10.5,11,20,32.3,4.1,MN-Mw
2008,2,5,46.29,40.04,14,12,42,18.8,4.3,ML-Mw
2008,2,7,53.708,27.806,5.3,20,15,26.6,4.5,MN-Mw
2008,2,8,53.587,28.221,29.8,15,49,15.8,4,MN-Mw
2008,2,11,55.41,27.568,13.4,6,27,6.7,4.3,MN-Mw
2008,2,11,55.516,27.692,13.7,14,3,47.2,4.4,MN-Mw
2008,2,11,53.663,27.383,9.1,19,10,46.1,4,MN-Mw
2008,2,13,51.011,31.889,4.8,20,55,32.5,4.5,MN-Mw
2008,2,15,57.61,28,14,20,45,42.6,4,ML-Mw
2008,2,16,45.159,38.357,11.5,7,4,37.2,4.3,MN-Mw
2008,2,20,48.86,33.639,19.8,1,13,45.1,4.3,MN-Mw
2008,2,25,51.441,28.255,15.3,20,17,57.9,4.4,MN-Mw
2008,2,27,56.942,30.835,6.3,1,58,25.6,4.4,MN-Mw
2008,2,27,59.341,33.003,5,11,10,13.6,4.4,MN-Mw
2008,2,28,51.647,29.378,12,1,1,46.8,4,ML-Mw
2008,2,28,55.279,28.3,24.7,10,42,12,4.1,MN-Mw
2008,2,29,57.294,38.506,33,19,57,43,4.6,mb(Alborz)-Mw
2008,3,1,56.191,26.883,5.1,16,38,57.6,4.3,MN-Mw
2008,3,3,43.5588,38.6776,,21,21,42.64,4,Ms-Mw
2008,3,4,48.471,32.454,9.2,3,31,43.7,4.6,Ms-Mw
2008,3,8,54.023,36.271,5,2,43,16.7,4,MN-Mw
2008,3,9,55.851,32.031,5,2,25,26.8,4.1,MN-Mw
2008,3,9,59.17,33.25,,3,51,6.27,5,
2008,3,10,52.788,27.614,14,1,41,32.2,4.1,MN-Mw
2008,3,11,57.245,27.793,22.7,14,3,49.3,4,ML-Mw
2008,3,14,44.559,38.903,16.8,5,9,33.3,4.3,MN-Mw
2008,3,17,44.91,35.66,14,13,26,43.8,4.2,ML-Mw
2008,3,18,55.623,36.821,14.7,3,56,49.8,4.5,MN-Mw
2008,3,19,51.938,32.001,20.9,8,15,25.6,4.4,MN-Mw
2008,3,21,47.459,33.347,7.8,7,19,52.5,4.2,MN-Mw
2008,3,21,50.693,32.088,7.5,13,10,28.6,4.3,MN-Mw
2008,3,22,57.177,28.268,27.7,0,1,3.5,4.4,MN-Mw
2008,3,22,47.569,33.462,6.1,15,51,57.7,4.1,MN-Mw
2008,3,23,48.506,37.313,6.2,12,11,31.8,5.1,MN-Mw
2008,3,25,50.693,35.235,5.6,9,36,35,4,MN-Mw
2008,3,26,52.605,36.38,9.2,18,49,57.6,4.8,MN-Mw
2008,3,27,48.857,35.809,13.3,6,48,59.5,4.3,MN-Mw
2008,3,28,56.908,28.762,26.8,18,5,1.2,4.4,MN-Mw
2008,3,31,53.751,27.296,11.4,11,7,31.7,4,MN-Mw
2008,3,31,57.518,27.876,10,12,35,9.6,4.5,Ms-Mw
2008,4,3,44.915,38.494,17.6,19,19,49.4,4.4,MN-Mw
2008,4,4,57.504,30.604,,0,13,16.6,4.3,MN-Mw
2008,4,15,44.936,37.278,15,1,21,53.2,4.3,MN-Mw
2008,4,16,56.818,28.333,5.9,11,46,26.6,4.1,MN-Mw
2008,4,16,56.739,27.986,12.9,15,53,53.3,4,MN-Mw
2008,4,19,52.371,28.118,,23,10,23.5,4.2,MN-Mw
2008,4,20,54.632,26.454,11,4,55,9,4,MN-Mw
2008,4,22,45.383,38.396,9,19,53,30.3,4,MN-Mw
2008,4,23,57.117,28.154,28.6,21,28,15.3,4,MN-Mw
2008,4,26,50.858,29.951,8.8,22,20,6.5,4.1,MN-Mw
2008,4,28,52.302,27.398,6.9,17,56,33.8,4,MN-Mw
2008,5,1,48.614,33.858,,0,15,26.2,4.9,MN-Mw
2008,5,1,45.85,39.0167,5,4,16,21.6,4.1,Ms-Mw
2008,5,5,53.99,28.19,35,21,57,55.05,5.2,
2008,5,7,54.11,26.768,16.1,12,7,28.9,4,MN-Mw
2008,5,7,46.15,39.9833,5,16,10,32.37,4,Ms-Mw
2008,5,7,57.816,27.949,32.5,19,50,50.4,5.1,MN-Mw
2008,5,11,53.964,26.781,10.1,2,48,27,4,MN-Mw
2008,5,11,43.3303,37.1148,9.9,23,19,59.3,4.1,Ms-Mw
2008,5,12,44.5,40.25,17,8,45,36.26,4,Ms-Mw
2008,5,14,50.063,37.047,,21,36,17.3,4,MN-Mw
2008,5,15,44.675,37.669,,20,38,24.3,4.1,MN-Mw
2008,5,19,50.123,32.197,27.8,16,52,46.3,4.3,MN-Mw
2008,5,23,56.585,28.212,,21,9,48.1,4.2,MN-Mw
2008,5,27,48.664,36.649,22.9,6,18,8.3,5.4,MN-Mw
2008,5,27,57.214,30.689,27.1,17,7,23.3,4.5,MN-Mw
2008,5,28,54.86,36.784,9,3,39,1.4,4.3,MN-Mw
2008,5,31,55.315,26.854,5.3,1,24,8.4,5,Ms-Mw
2008,6,3,48.64,32.409,8.3,9,21,53.2,4.8,MN-Mw
2008,6,4,57.559,30.31,12.6,0,38,45,4.7,MN-Mw
2008,6,5,57.127,30.986,14.2,8,39,58.6,4,MN-Mw
2008,6,10,48.981,39.345,35.3,14,54,29.1,4.7,MN-Mw
2008,6,11,44.55,39.8833,20,0,23,19.67,4,Ms-Mw
2008,6,18,45.0167,38.4167,10,10,17,9.95,4.5,Ms-Mw
2008,6,20,44.82,38.427,,10,17,19,4,MN-Mw
2008,6,21,57.579,30.832,5.9,16,21,17.6,4.8,MN-Mw
2008,6,23,58.353,29.267,10,7,14,54.1,4.1,Ms-Mw
2008,6,25,48.711,33.85,10,9,56,24.8,4.4,MN-Mw
2008,6,27,59.152,33.307,,14,58,16.5,4.4,MN-Mw
2008,6,27,57.47,28.107,18,16,51,34.4,4.7,MN-Mw
2008,6,29,56.456,27.789,34,18,0,45.8,4.4,MN-Mw
2008,7,3,58.807,35.57,18.6,15,43,14.8,4,MN-Mw
2008,7,3,58.6,35.5,4,23,10,2.95,5.2,
2008,7,9,56.98,37,7,16,5,43,4.4,MN-Mw
2008,7,12,47.227,33.382,4.3,22,19,19,4.5,MN-Mw
2008,7,13,47.486,33.534,5,1,53,35.9,4,MN-Mw
2008,7,13,48.204,37.841,,22,30,8.5,4.4,MN-Mw
2008,7,13,54.279,27.518,10.4,23,29,59.3,4.1,Ms-Mw
2008,7,15,54.397,33.666,5.7,6,51,40.5,4.2,MN-Mw
2008,7,15,51.925,29.391,8,9,46,22.4,4.1,MN-Mw
2008,7,16,53.188,35.94,5,15,56,50.8,4.4,MN-Mw
2008,7,18,51.882,28.453,18,3,26,8.6,4.4,Ms-Mw
2008,7,20,57.558,30.233,11.5,17,33,21.3,4,MN-Mw
2008,7,26,53.451,27.139,8.4,15,24,40.5,4.3,MN-Mw
2008,7,26,43.0966,38.4925,10.8,22,16,50.09,4.5,Ms-Mw
2008,7,27,53.384,26.984,9.9,9,6,17,4.1,Ms-Mw
2008,7,31,49.786,31.856,6.5,17,57,2.1,4.1,MN-Mw
2008,8,1,43.964,37.746,,15,16,23.4,4.3,MN-Mw
2008,8,1,58.371,38.439,4.1,21,13,55,4,MN-Mw
2008,8,1,55.681,37.527,,22,44,40.3,4.2,Ms-Mw
2008,8,2,48.976,33.692,,6,25,13,4.1,MN-Mw
