Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
2.53,-116.337,33.325,7,1987,11,12,17,48,24.2,0.38,2.26
3.8,-122.577,40.904,5,1987,11,13,10,25,35,0.19,3.73
2.75,-117.226,35.911,6,1987,11,14,7,56,45.8,0.21,2.67
2.84,-115.701,33.955,6,1987,11,14,11,53,47.9,0.23,2.74
3.2,-125.961,50.539,17,1987,11,14,22,10,28,0.222,3.11
3.6,-125.99,41.592,5,1987,11,15,5,16,49,0.222,3.51
2.76,-121.406,36.339,14,1987,11,15,18,7,33.7,0.07,2.75
4.4,-114.405,30.049,10,1987,11,16,5,52,43.3,0.222,4.31
3.12,-115.815,32.142,6,1987,11,17,2,14,56.7,0.13,3.09
3,-121.086,35.824,7,1987,11,17,8,17,46.3,0.14,2.96
2.86,-121.862,38.156,17,1987,11,17,14,52,18.2,0.21,2.78
2.7,-120.727,39.779,0,1987,11,18,17,29,44.9,0.27,2.57
2.5,-117.835,36.134,5,1987,11,18,19,21,40.7,0.23,2.5
3.1,-125.898,40.396,10,1987,11,19,12,58,21.4,0.111,3.08
2.67,-120.056,36.078,17,1987,11,20,13,41,4.7,0.12,2.64
2.8,-115.548,32.983,4,1987,11,22,7,37,11.7,0.16,2.75
2.72,-125.259,41.892,7,1987,11,23,21,38,15.9,0.09,2.71
3.31,-118.85,32.382,6,1987,11,24,1,34,19.9,0.111,3.29
6.5,-115.852,33.015,11,1987,11,24,13,15,56.7,0.09,6.49
2.94,-115.443,31.842,6,1987,11,25,15,8,20.9,0.111,2.92
3,-116.384,31.878,6,1987,11,25,23,22,0.5,0.111,2.98
2.76,-123.494,39.572,1,1987,11,26,3,0,32.8,0.08,2.75
2.54,-117.858,36.413,6,1987,11,28,19,35,37.9,0.1,2.52
3.14,-118.76,33.971,6,1987,11,29,23,55,0.4,0.28,3
2.5,-117.233,38.051,9,1987,11,30,23,49,29.3,0.4,2.21
2.84,-116.909,35.857,6,1987,12,1,17,5,5.7,0.11,2.82
4.3,-120.673,46.679,17,1987,12,2,9,2,24.2,0.222,4.21
3.7,-121.471,37.026,8,1987,12,2,11,14,56,0.12,3.67
3.9,-122.801,40.155,0,1987,12,3,0,0,42.9,0.17,3.85
3.1,-119.807,38.657,0,1987,12,3,10,30,16.6,0.4,2.81
3.1,-116.147,37.846,5,1987,12,3,19,36,29.7,0.222,3.01
2.75,-117.781,33.006,6,1987,12,3,23,21,59.7,0.21,2.67
2.66,-123.264,38.805,4,1987,12,4,20,31,51.8,0.1,2.64
2.58,-118.798,35.606,6,1987,12,5,4,36,46.4,0.12,2.55
2.74,-115.897,32.201,6,1987,12,5,9,48,37.2,0.08,2.73
3.16,-118.288,35.489,9,1987,12,5,20,36,29.3,0.09,3.15
2.77,-117.589,32.2,6,1987,12,6,5,36,34.7,0.1,2.75
2.5,-118.736,38.041,6,1987,12,7,19,52,56.5,0.4,2.21
3.2,-122.766,38.782,2,1987,12,8,15,32,15.9,0.12,3.17
3.23,-115.338,32.404,6,1987,12,8,18,10,18.8,0.09,3.22
2.91,-123.271,39.374,0,1987,12,10,16,52,14.5,0.06,2.9
3.2,-125.708,40.887,10,1987,12,10,20,27,43.4,0.111,3.18
3.2,-123.65,41.098,4,1987,12,10,20,28,6.3,0.1,3.18
3.2,-112.325,41.835,4,1987,12,11,12,43,26.4,0.222,3.11
2.7,-118.284,38.238,11,1987,12,12,5,51,50.7,0.4,2.41
3.42,-119.046,34.888,14,1987,12,14,2,30,5.5,0.06,3.41
2.77,-120.898,35.309,1,1987,12,15,0,37,34.2,0.1,2.75
2.59,-116.924,35.845,6,1987,12,15,13,33,19.7,0.09,2.58
2.5,-117.588,35.642,9,1987,12,15,17,21,54.4,0.1,2.48
4.02,-118.774,35.372,3,1987,12,15,18,23,46.1,0.13,3.99
2.9,-118.73,38.023,1,1987,12,15,19,32,56.2,0.4,2.61
2.67,-116.406,33.582,11,1987,12,16,22,35,25.1,0.06,2.66
2.86,-122.834,39.322,4,1987,12,17,1,2,40.9,0.07,2.85
3.4,-119.686,38.781,0,1987,12,17,4,35,44.6,0.4,3.11
3.09,-116.684,33.98,9,1987,12,17,7,26,25.6,0.11,3.07
2.88,-117.044,32.092,6,1987,12,20,4,53,46.6,0.03,2.88
2.85,-115.406,32.081,6,1987,12,21,4,19,51.8,0.06,2.84
2.73,-120.022,37.684,0,1987,12,21,8,48,16.5,0.06,2.72
2.6,-119.547,40.519,28,1987,12,21,11,38,11.1,0.4,2.31
2.6,-117.899,37.039,1,1987,12,23,14,7,32.3,0.4,2.31
2.88,-118.378,32.715,6,1987,12,23,23,7,10.4,0.111,2.86
2.99,-117.451,32.766,6,1987,12,24,3,31,34,0.15,2.95
3.25,-118.357,35.478,6,1987,12,24,16,12,2.3,0.1,3.23
2.62,-117.472,34.58,11,1987,12,25,17,58,12.3,0.11,2.6
2.78,-118.678,33.147,6,1987,12,26,6,20,29.1,0.11,2.76
2.76,-117.362,35.183,4,1987,12,27,17,56,12.1,0.13,2.73
2.52,-116.941,35.2,6,1987,12,28,23,4,25,0.15,2.48
3.1,-113.076,46.915,5,1987,12,29,0,26,21.7,0.222,3.01
3.17,-117.203,33.545,1,1987,12,29,10,17,17.9,0.09,3.16
3.06,-122.771,38.822,1,1987,12,29,20,34,53.1,0.12,3.03
3.2,-122.58,37.78,11,1987,12,30,1,9,10.6,0.16,3.15
4.2,-116.08,38.444,5,1987,12,30,22,50,40.9,0.222,4.11
2.83,-116.138,34.136,5,1987,12,31,0,25,59.1,0.18,2.77
2.7,-119.034,37.784,9,1987,12,31,15,52,25.9,0.4,2.41
3.91,-116.416,34.176,2,1987,12,31,21,34,1.3,0.11,3.89
3.1,-113.225,47.402,5,1988,1,1,21,22,3.7,0.222,3.01
3.5,-121.522,37.116,8,1988,1,2,3,15,21.2,0.15,3.46
2.89,-121.131,36.543,6,1988,1,2,9,13,32.7,0.12,2.86
3.5,-112.945,37.031,10,1988,1,2,23,10,48.6,0.222,3.41
3.06,-117.86,36.092,4,1988,1,3,2,2,21.2,0.09,3.05
2.5,-115.239,32.541,6,1988,1,3,9,4,30.2,0.12,2.47
2.67,-117.988,36.587,6,1988,1,4,1,2,55.4,0.11,2.65
2.57,-117.714,35.887,10,1988,1,4,18,41,49.8,0.08,2.56
2.92,-116.213,31.823,5,1988,1,5,4,12,9.2,0.111,2.9
2.55,-118.597,34.63,11,1988,1,5,6,4,50.5,0.13,2.52
3.92,-117.86,33.07,6,1988,1,5,9,3,13.2,0.08,3.91
4.5,-120.879,36.777,5,1988,1,6,22,49,48.2,0.09,4.49
2.54,-122.909,40.877,22,1988,1,7,15,43,1,0.13,2.51
2.98,-122.931,39.814,4,1988,1,7,16,27,9.1,0.06,2.97
2.51,-120.724,34.977,4,1988,1,7,20,41,0.1,0.12,2.48
2.82,-116.923,34.124,5,1988,1,8,4,11,3.2,0.07,2.81
3.2,-119.748,40.174,1,1988,1,8,22,50,28.7,0.4,2.91
4.1,-114.181,44.478,5,1988,1,9,5,25,19.2,0.222,4.01
2.51,-118.306,38.448,5,1988,1,10,3,6,14.5,0.222,2.42
2.63,-117.86,32.656,6,1988,1,10,10,19,3.8,0.09,2.62
4.4,-114.377,44.84,5,1988,1,10,23,22,19.5,0.222,4.31
2.86,-116.648,33.98,7,1988,1,12,4,29,2.3,0.07,2.85
2.63,-118.36,35.477,6,1988,1,12,6,23,5.4,0.1,2.61
2.91,-116.974,32.133,6,1988,1,12,9,16,36.5,0.09,2.9
3,-116.683,34.933,6,1988,1,13,0,10,40.5,0.09,2.99
3.11,-117.124,36.582,6,1988,1,13,9,35,20.6,0.11,3.09
3.4,-110.947,44.87,5,1988,1,13,16,10,21.4,0.222,3.31
3,-119.946,39.386,1,1988,1,13,21,59,34.7,0.4,2.71
3.6,-126.1,40.5,16,1988,1,14,9,36,39.1,0.222,3.51
3.1,-106.684,37.515,5,1988,1,15,7,33,29.2,0.222,3.01
2.72,-118.054,36.037,6,1988,1,15,21,0,33.6,0.17,2.67
2.84,-121.683,37.529,7,1988,1,17,1,43,51.6,0.16,2.79
2.9,-118.858,38.08,9,1988,1,18,13,52,38.7,0.4,2.61
3.12,-122.801,38.799,3,1988,1,18,23,27,16.6,0.13,3.09
2.7,-118.117,38.33,6,1988,1,19,7,31,43.8,0.4,2.41
3,-119.08,39.472,2,1988,1,19,10,4,29,0.4,2.71
2.65,-117.503,35.324,6,1988,1,19,23,29,50.5,0.12,2.62
2.6,-117.711,35.898,6,1988,1,20,21,36,41.4,0.15,2.56
3.47,-117.033,33.816,15,1988,1,22,0,52,20.7,0.09,3.46
2.58,-120.188,37.244,12,1988,1,22,9,35,48.7,0.23,2.48
3.14,-117.816,35.391,8,1988,1,23,0,55,12.2,0.07,3.13
2.83,-115.34,32.501,20,1988,1,23,10,47,55.4,0.09,2.82
3.24,-115.128,32.271,6,1988,1,24,10,23,21.8,0.03,3.24
4.2,-125.75,40.47,9,1988,1,24,19,40,24.4,0.111,4.18
4.1,-125.122,40.422,5,1988,1,24,19,40,30.4,0.111,4.08
3.5,-124.317,41.802,9,1988,1,24,19,40,55.1,0.111,3.48
5.1,-115.843,31.74,5,1988,1,25,13,17,51.3,0.111,5.08
2.9,-121.816,47.414,20,1988,1,26,8,13,38,0.222,2.81
3.2,-121.535,36.819,5,1988,1,26,20,39,47.2,0.16,3.15
3.49,-120.724,39.715,5,1988,1,27,2,3,12.6,0.13,3.46
2.72,-119.498,34.336,11,1988,1,27,10,24,15.4,0.2,2.65
3.1,-118.876,38.054,6,1988,1,30,7,35,42.5,0.4,2.81
4,-105.076,29.945,5,1988,1,31,9,24,36.3,0.222,3.91
2.79,-117.579,34.354,11,1988,1,31,11,45,47.9,0.15,2.75
3.2,-112.779,45.092,5,1988,1,31,15,37,31.7,0.222,3.11
3.23,-118.812,35.372,14,1988,2,1,6,9,17.6,0.12,3.2
2.5,-118.593,34.634,10,1988,2,1,6,55,4.9,0.17,2.45
3.3,-116.512,38.755,5,1988,2,1,18,37,46.8,0.222,3.21
2.82,-121.707,37,12,1988,2,3,4,47,43.8,0.13,2.79
3.23,-120.802,36.243,7,1988,2,3,9,18,59.6,0.11,3.21
2.88,-120.978,39.858,11,1988,2,3,19,3,49.3,0.2,2.81
3.27,-116.234,32.011,6,1988,2,5,6,58,43.8,0.09,3.26
2.52,-116.493,33.503,14,1988,2,5,20,21,4.7,0.38,2.25
2.97,-120.102,36.082,11,1988,2,6,11,29,43.7,0.1,2.95
3.1,-115.39,31.38,6,1988,2,6,11,47,21.9,0.222,3.01
3,-120.024,47.666,7,1988,2,6,12,51,44.8,0.222,2.91
2.54,-119.556,33.322,6,1988,2,7,0,6,59.3,0.13,2.51
2.71,-121.12,35.632,8,1988,2,7,15,28,30.7,0.07,2.7
3.9,-121.691,37.324,8,1988,2,8,14,9,14.9,0.12,3.87
2.89,-116.733,35.942,6,1988,2,10,17,24,53.8,0.21,2.81
3.1,-118.028,32.65,6,1988,2,11,20,48,56.5,0.11,3.08
5.76,-113.97,30.13,10,1988,2,12,5,23,56.5,0.222,5.67
2.79,-117.586,35.747,7,1988,2,12,8,6,41.9,0.1,2.77
2.62,-116.298,34.487,6,1988,2,13,3,11,19.5,0.15,2.58
2.95,-116.577,35.695,6,1988,2,14,3,23,54.6,0.11,2.93
2.75,-116.554,34.927,6,1988,2,14,14,7,52.5,0.11,2.73
3.06,-118.656,34.614,9,1988,2,15,4,28,40.9,0.1,3.04
2.69,-117.065,34.19,13,1988,2,15,5,36,14.4,0.11,2.67
2.74,-117.363,32.669,6,1988,2,16,12,59,39,0.21,2.66
3.3,-112.769,47.544,5,1988,2,17,13,19,50.5,0.222,3.21
3.03,-117.784,33.011,6,1988,2,17,21,2,34.6,0.03,3.03
2.69,-117.947,33.373,6,1988,2,17,22,14,6.5,0.03,2.69
3.5,-121.722,37.767,14,1988,2,18,18,0,45.6,0.11,3.48
2.71,-119.376,37.695,20,1988,2,19,16,20,26.2,0.29,2.56
2.86,-116.108,33.76,8,1988,2,20,5,19,22.3,0.12,2.83
5.1,-121.311,36.796,9,1988,2,20,8,39,57.2,0.08,5.09
4,-115.751,44.428,5,1988,2,21,5,44,7.1,0.222,3.91
3.1,-120.282,41.1,7,1988,2,21,15,33,26.8,0.14,3.1
4.2,-119.676,35.546,6,1988,2,22,7,43,13.8,0.13,4.17
2.63,-120.147,36.013,15,1988,2,22,15,25,50.3,0.07,2.62
2.6,-117.822,38.401,0,1988,2,22,18,18,0.6,0.4,2.31
2.6,-117.901,37.247,9,1988,2,22,23,32,47.4,0.4,2.31
3.9,-114.947,35.912,5,1988,2,23,0,48,25.3,0.4,3.61
3.4,-122.809,38.831,2,1988,2,23,8,10,21.7,0.12,3.37
3.2,-112.763,45.083,5,1988,2,24,10,58,21.8,0.222,3.11
2.57,-116.761,34.039,5,1988,2,24,20,42,9.3,0.16,2.52
2.51,-121.957,41.482,5,1988,2,25,8,34,39.6,0.16,2.46
2.55,-122.111,39.74,14,1988,2,25,14,5,15.3,0.09,2.54
2.99,-117.189,32.034,6,1988,2,26,18,27,8.6,0.11,2.97
2.61,-116.122,35.524,6,1988,2,26,22,52,0.3,0.11,2.59
2.5,-118.877,38.057,6,1988,2,27,10,38,53.2,0.4,2.21
2.9,-118.723,38.269,7,1988,2,28,14,8,41.6,0.4,2.61
3,-122.871,40.027,0,1988,2,28,22,29,23.8,0.13,2.97
3.25,-116.246,34.032,5,1988,2,29,15,25,6.9,0.08,3.24
2.78,-123.315,40.325,30,1988,2,29,18,36,10.7,0.12,2.75
2.5,-118.478,38.332,9,1988,2,29,22,24,1.1,0.4,2.21
2.96,-117.687,33.005,6,1988,3,2,1,18,9.5,0.09,2.95
2.8,-113.152,41.195,8,1988,3,2,2,3,21,0.222,2.71
3.3,-114.537,36.941,5,1988,3,3,7,33,55.3,0.222,3.21
2.9,-119.115,34.01,3,1988,3,3,17,49,22.7,0.04,2.9
3.5,-119.764,40.389,13,1988,3,3,18,43,51.7,0.4,3.21
2.99,-117.127,34.023,7,1988,3,3,21,46,0,0.24,2.88
2.64,-117.442,33.63,6,1988,3,4,23,9,28.7,0.07,2.63
3.2,-123.385,40.509,0,1988,3,6,14,52,12.5,0.14,3.16
3.1,-116.29,30.59,6,1988,3,7,18,44,39.5,0.222,3.01
2.67,-123.215,39.274,2,1988,3,8,14,1,23.3,0.12,2.64
2.82,-116.803,35.15,0,1988,3,9,20,53,11.2,0.05,2.82
2.5,-119.696,34.205,6,1988,3,9,23,58,51.6,0.05,2.5
3.4,-116.703,34.944,6,1988,3,10,2,0,21.8,0.09,3.39
2.72,-122.749,38.509,2,1988,3,10,19,36,51.6,0.19,2.65
3.9,-122.322,47.191,64,1988,3,11,10,1,26,0.222,3.81
2.77,-118.556,35.285,4,1988,3,12,3,23,21.5,0.08,2.76
2.8,-117.243,37.514,4,1988,3,13,1,15,54.9,0.4,2.51
2.7,-119.834,38.665,3,1988,3,13,22,32,17.2,0.4,2.41
3.43,-117.792,35.405,9,1988,3,14,0,9,13.9,0.05,3.43
3.4,-113.908,47.41,5,1988,3,14,20,36,24.7,0.222,3.31
2.59,-115.003,32.45,6,1988,3,14,21,40,25.3,0.11,2.57
2.69,-118.348,35.457,9,1988,3,15,9,36,54.6,0.13,2.66
2.66,-125.13,41.08,2,1988,3,15,12,35,46.1,0.13,2.63
3.16,-116.612,31.898,6,1988,3,15,20,38,13.5,0.111,3.14
3.46,-123.056,39.491,5,1988,3,15,23,36,40.8,0.13,3.43
2.68,-123.075,38.934,5,1988,3,18,2,41,39.6,0.08,2.67
2.75,-116.281,32.001,6,1988,3,19,0,41,42.5,0.11,2.73
3.8,-123.418,41.239,36,1988,3,20,13,30,58.6,0.16,3.75
2.9,-119.633,39.11,12,1988,3,20,16,16,57.4,0.4,2.61
2.73,-116.82,34.209,9,1988,3,20,16,23,23.5,0.15,2.69
3.5,-125.3,40.443,5,1988,3,21,3,3,16.2,0.111,3.48
3.81,-115.492,32.088,6,1988,3,21,6,38,9.9,0.16,3.76
2.5,-120.85,36.29,10,1988,3,22,7,53,4,0.16,2.45
2.62,-117.632,35.784,5,1988,3,22,12,37,5.1,0.29,2.47
4.01,-119.622,34.25,18,1988,3,23,8,42,46.9,0.12,3.98
2.55,-117.152,33.902,15,1988,3,23,15,27,28.2,0.14,2.51
3.69,-115.264,32.377,12,1988,3,24,17,56,36.8,0.12,3.66
2.5,-123.945,41.099,5,1988,3,25,1,4,5.2,0.35,2.27
2.69,-118.315,36.239,6,1988,3,25,21,6,9.5,0.12,2.69
2.83,-117.353,32.654,6,1988,3,26,5,55,58.2,0.1,2.81
3.8,-118.71,33.996,14,1988,3,26,14,54,20.4,0.1,3.78
2.61,-121.639,37.254,6,1988,3,26,21,5,25.7,0.14,2.57
3.18,-120.146,36.012,16,1988,3,26,21,20,45,0.17,3.13
2.89,-116.713,35.573,6,1988,3,28,2,28,55,0.11,2.87
2.63,-116.552,33.96,10,1988,3,28,15,9,1.4,0.1,2.61
2.59,-116.5,33.514,12,1988,3,29,20,50,40.1,0.2,2.52
2.61,-123.076,40.09,42,1988,3,31,11,10,36.4,0.18,2.55
2.81,-117.026,35.736,6,1988,4,1,5,56,55.1,0.1,2.79
3.1,-117.06,31.81,6,1988,4,1,8,41,59.2,0.12,3.1
3.13,-122.744,39.491,1,1988,4,1,17,18,28.7,0.13,3.1
3.4,-122.771,38.789,1,1988,4,2,0,26,54.7,0.16,3.35
3.38,-117.73,32.925,6,1988,4,2,23,43,1.1,0.23,3.28
3.3,-116.311,32.02,6,1988,4,3,0,35,48.5,0.07,3.29
2.9,-122.134,48.496,2,1988,4,4,2,47,35.7,0.222,2.81
3.7,-120.412,36.292,11,1988,4,4,20,45,47.4,0.2,3.63
2.66,-117.248,34.042,18,1988,4,5,17,56,40.3,0.13,2.63
3.38,-116.534,34.97,6,1988,4,6,2,36,56.9,0.09,3.37
2.6,-118.958,39.034,14,1988,4,6,9,30,16.9,0.4,2.31
3.6,-123.256,39.4,9,1988,4,8,13,55,22.2,0.17,3.55
3.9,-126.233,41.613,5,1988,4,9,23,41,15.1,0.222,3.81
2.57,-116.541,32.296,20,1988,4,10,6,56,1.9,0.11,2.55
2.6,-117.468,34.223,5,1988,4,10,18,14,44.5,0.18,2.54
2.51,-122.605,39.8,16,1988,4,11,4,52,25.5,0.1,2.49
2.81,-118.743,33.723,6,1988,4,13,2,9,55.6,0.11,2.79
3.45,-119.385,35.178,22,1988,4,13,14,28,13.7,0.49,3.01
2.99,-116.053,36.037,6,1988,4,14,19,35,4,0.15,2.95
3.25,-117.275,31.91,6,1988,4,15,15,29,33.6,0.111,3.23
3.5,-119.674,39.177,0,1988,4,15,20,33,4.8,0.4,3.21
2.79,-120.307,36.85,33,1988,4,16,16,30,51.8,0.26,2.67
2.67,-116.995,34.168,12,1988,4,17,16,1,25.9,0.06,2.66
4.4,-126.164,42.355,10,1988,4,17,22,2,36.2,0.222,4.31
3.5,-123.976,41.719,5,1988,4,17,22,3,2.5,0.2,3.43
3.52,-117.499,35.685,11,1988,4,18,7,12,41.1,0.09,3.51
2.77,-118.797,33.437,6,1988,4,18,18,46,42.1,0.09,2.76
3.2,-120.75,36.722,0,1988,4,19,6,42,46.6,0.15,3.16
2.57,-121.332,40.154,16,1988,4,19,12,26,19.1,0.13,2.54
3.41,-117.071,33.413,6,1988,4,21,8,14,47.5,0.08,3.4
3.1,-121.707,37.341,8,1988,4,21,15,0,32.1,0.13,3.07
2.65,-116.284,32.031,6,1988,4,25,1,11,9,0.08,2.64
3.2,-125.6,40.5,5,1988,4,25,4,55,21.9,0.111,3.18
3.2,-125.231,40.353,2,1988,4,25,4,55,25.2,0.111,3.18
2.63,-124.968,41.146,17,1988,4,25,10,50,36.7,0.12,2.6
2.85,-119.827,40.575,0,1988,4,25,13,30,43.7,0.222,2.76
2.61,-118.024,33.247,6,1988,4,25,13,53,49.7,0.03,2.61
2.51,-117.68,32.153,6,1988,4,25,18,18,23.5,0.27,2.51
2.66,-121.698,37.595,6,1988,4,26,5,34,31.8,0.14,2.62
2.8,-117.467,34.225,8,1988,4,26,8,28,33,0.16,2.75
2.59,-118.3,33.579,5,1988,4,26,17,26,8.3,0.08,2.58
3.69,-116.288,35.585,6,1988,4,28,6,16,7.8,0.07,3.68
2.96,-122.775,38.787,2,1988,4,28,8,17,44.7,0.15,2.92
2.54,-118.54,37.35,12,1988,4,28,17,14,44.1,0.23,2.44
2.68,-116.5,33.517,16,1988,4,29,3,11,25,0.08,2.67
3.73,-116.765,34.027,12,1988,4,29,5,29,14.7,0.1,3.71
3.25,-116.969,32.617,5,1988,4,30,15,53,50.1,0.09,3.24
2.9,-120.9,40.7,22,1988,5,1,6,55,0.1,0.14,2.9
2.6,-116.764,33.552,4,1988,5,1,11,14,2.5,0.03,2.6
3.9,-117.871,32.988,6,1988,5,1,22,42,49.2,0.13,3.87
3.3,-110.505,44.807,5,1988,5,3,7,55,54.7,0.222,3.21
3,-114.995,35.974,0,1988,5,4,18,53,33.5,0,3
3.3,-120.321,47.651,6,1988,5,5,0,18,13.4,0.222,3.21
2.56,-123.046,39.268,5,1988,5,5,18,58,33.6,0.13,2.53
3.31,-116.929,36.469,6,1988,5,6,7,10,53.9,0.09,3.3
2.54,-123.501,41.229,39,1988,5,6,9,44,10.9,0.13,2.51
2.52,-120.682,34.571,6,1988,5,8,23,54,27,0.09,2.51
2.58,-121.872,37.495,4,1988,5,9,8,3,1.8,0.13,2.55
2.51,-121.536,35.763,3,1988,5,9,20,3,50.9,0.12,2.48
2.5,-117.08,34.039,16,1988,5,10,2,59,24.8,0.05,2.5
3.07,-119.926,35.78,5,1988,5,10,21,29,54.1,0.17,3.02
2.8,-118.487,37.938,0,1988,5,10,23,38,54.3,0.4,2.51
2.59,-119.998,39.33,4,1988,5,11,0,6,33.6,0.222,2.5
2.78,-120.884,39.807,1,1988,5,11,1,42,19.9,0.2,2.71
3.5,-114.083,44.475,5,1988,5,11,2,23,5.5,0.222,3.41
3.3,-112.632,41.856,4,1988,5,11,10,31,30.1,0.222,3.21
3.1,-114.285,44.109,5,1988,5,11,21,10,16.3,0.222,3.01
2.6,-118.225,38.483,7,1988,5,11,23,16,17,0.4,2.31
3.7,-113.138,45.437,5,1988,5,12,4,46,12.1,0.222,3.61
3.15,-118.853,37.572,10,1988,5,12,8,30,51.9,0.13,3.12
2.76,-118.779,33.157,6,1988,5,12,14,31,33.4,0.14,2.72
3.17,-118.089,36.611,6,1988,5,13,0,54,48.4,0.11,3.15
2.6,-119.743,39.216,6,1988,5,13,6,53,21.1,0.222,2.51
2.94,-121.714,37.348,8,1988,5,13,7,15,10.7,0.12,2.91
2.54,-117.495,32.852,6,1988,5,14,10,7,3.2,0.12,2.51
2.5,-116.139,33.77,8,1988,5,14,19,41,1.6,0.11,2.48
2.8,-116.099,49.774,18,1988,5,14,21,44,26,0.222,2.71
3.22,-117.47,34.115,9,1988,5,15,17,53,51,0.24,3.11
2.9,-120.707,39.478,7,1988,5,16,1,30,51.7,0.4,2.61
2.93,-116.604,34.286,3,1988,5,18,1,2,56,0.25,2.81
2.72,-118.457,33.617,1,1988,5,18,17,22,35.5,0.2,2.65
2.78,-116.939,35.897,6,1988,5,22,16,9,26.9,0.2,2.71
3.6,-114.183,39.889,4,1988,5,22,19,10,47.9,0.222,3.51
3,-113.097,36.941,5,1988,5,22,19,22,44.7,0.222,2.91
2.65,-118.997,34.537,22,1988,5,23,14,13,24.7,0.28,2.51
2.84,-122.914,39.479,6,1988,5,25,12,0,43.3,0.08,2.83
3.8,-117.734,37.045,7,1988,5,26,3,56,50.7,0.4,3.51
2.65,-118.476,37.578,10,1988,5,28,3,31,8.2,0.23,2.55
2.56,-119.338,34.145,16,1988,5,28,5,42,53.8,0.1,2.54
3.5,-119.428,46.81,0,1988,5,28,9,2,43.9,0.222,3.41
3.2,-114.896,35.933,5,1988,5,28,10,51,13.9,0,3.2
4.3,-118.863,37.509,8,1988,5,28,18,8,55.1,0.14,4.26
3.5,-122.8,38.809,4,1988,5,30,8,24,31.3,0.18,3.44
2.54,-125.272,41.816,5,1988,5,31,4,6,12.9,0.09,2.53
2.94,-116.286,31.59,6,1988,5,31,15,55,48.4,0.222,2.85
2.81,-115.422,32.483,6,1988,6,1,20,6,35.5,0.04,2.81
3.5,-120.479,40.255,14,1988,6,1,22,56,48.4,0.4,3.21
2.5,-122.133,37.737,10,1988,6,2,6,50,23.6,0.1,2.48
2.66,-118.45,35.49,4,1988,6,2,11,19,57.8,0.07,2.65
2.71,-116.814,33.598,7,1988,6,3,6,47,40.6,0.14,2.67
2.68,-118.339,33.33,3,1988,6,3,22,19,6.5,0.17,2.63
3.63,-117.116,33.978,17,1988,6,4,0,31,57.2,0.06,3.62
3,-113.166,41.142,10,1988,6,4,7,26,13.8,0.222,2.91
2.9,-126.895,49.366,35,1988,6,5,20,53,25,0.222,2.81
3.1,-116.276,31.917,6,1988,6,8,18,3,59.5,0.111,3.08
2.82,-120.528,35.973,5,1988,6,9,3,17,21.6,0.11,2.8
2.51,-120.338,36.186,13,1988,6,9,3,23,43.1,0.09,2.5
2.5,-123.154,39.451,0,1988,6,9,12,26,26.2,0.12,2.47
2.67,-120.141,41.259,20,1988,6,9,16,11,52.5,0.01,2.67
2.52,-118.615,35.332,3,1988,6,10,0,46,27.1,0.07,2.51
3.1,-114.462,44.546,5,1988,6,10,4,4,27.2,0.222,3.01
2.81,-115.544,32.105,6,1988,6,10,13,52,41.4,0.11,2.79
2.82,-117.768,32.944,6,1988,6,10,21,1,44.8,0.12,2.79
5.37,-118.743,34.943,7,1988,6,10,23,6,43,0.1,5.35
3.02,-115.149,32.341,6,1988,6,11,4,46,12.1,0.14,2.98
3.9,-109.334,30.774,5,1988,6,11,8,58,35.2,0.222,3.81
2.8,-119.686,40.113,9,1988,6,11,9,18,42,0.4,2.51
2.79,-123.549,39.226,5,1988,6,11,19,57,25.6,0.13,2.76
2.92,-116.594,32.369,6,1988,6,12,17,47,1.1,0.17,2.87
2.51,-120.811,34.5,6,1988,6,12,20,9,33.7,0.13,2.51
3.2,-122.196,38.396,9,1988,6,12,21,44,21.9,0.16,3.15
2.8,-118.725,38.051,7,1988,6,13,3,12,36.3,0.4,2.51
3.16,-115.438,32.492,6,1988,6,13,19,28,42.1,0.02,3.16
2.96,-119.83,34.418,3,1988,6,14,0,59,10.2,0.1,2.94
2.77,-118.311,37,10,1988,6,14,12,27,55.7,0.2,2.7
2.61,-123.387,39.553,39,1988,6,15,2,37,58.2,0.16,2.56
3,-112.047,44.671,5,1988,6,15,6,19,37,0.222,2.91
2.84,-118.337,32.777,6,1988,6,16,6,43,21.9,0.03,2.84
2.72,-119.899,35.817,5,1988,6,16,7,32,21.7,0.17,2.67
3.1,-121.897,47.707,8,1988,6,16,11,5,4.7,0.222,3.01
3.3,-126.312,41.633,10,1988,6,16,13,1,30.9,0.222,3.21
3.3,-123.844,41.319,5,1988,6,16,13,1,56.9,0.31,3.12
3.14,-118.896,35.994,6,1988,6,18,10,5,37.1,0.05,3.14
3.4,-116.387,48.228,5,1988,6,18,14,44,13.7,0.222,3.31
3,-120.344,36.262,10,1988,6,18,20,6,10.4,0.14,2.96
3.2,-121.878,38.124,21,1988,6,20,1,15,58.3,0.15,3.16
2.94,-116.417,34.178,3,1988,6,21,1,58,32.6,0.11,2.92
2.98,-117.756,35.759,6,1988,6,23,10,11,3,0.15,2.94
2.56,-119.824,36.236,18,1988,6,23,14,10,25.9,0.21,2.48
3.02,-116.324,33.976,3,1988,6,24,6,31,2.4,0.12,2.99
2.89,-124.226,41.541,7,1988,6,24,11,32,57,0.09,2.88
