Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
3.05,-121.958,37.176,6,2007,2,21,22,21,56.2,0.14,3.01
2.97,-116.847,34.325,4,2007,2,22,0,41,59.3,0.02,2.97
3.5,-116.31,40.113,5,2007,2,23,0,25,16.3,0.222,3.41
2.55,-120.796,35.53,9,2007,2,23,7,25,28.6,0.15,2.51
4.4,-126.619,43.192,10,2007,2,23,9,38,21.2,0.222,4.31
2.64,-115.854,32.224,6,2007,2,23,11,35,52.3,0.05,2.64
3.1,-114.14,44.48,8,2007,2,23,14,39,4,0.222,3.01
2.64,-116.95,34.994,5,2007,2,24,0,26,26.8,0.03,2.64
2.75,-120.198,36.082,13,2007,2,24,2,12,54.9,0.12,2.72
3.08,-119.867,37.073,13,2007,2,24,17,0,44.9,0.12,3.05
3.09,-123.272,39.352,0,2007,2,24,18,39,28.3,0.18,3.03
3.96,-110.67,42.47,11,2007,2,25,3,52,21,0.222,3.87
3.5,-121.075,37.306,7,2007,2,25,17,2,27.4,0.11,3.48
2.67,-120.684,36.243,15,2007,2,26,7,18,23.1,0.14,2.63
5.42,-124.866,40.643,0,2007,2,26,12,19,54.4,0.09,5.41
2.64,-124.113,40.974,24,2007,2,26,14,18,14.6,0.25,2.52
2.75,-122.573,38.393,4,2007,2,26,15,55,6,0.12,2.72
2.9,-110.25,44.65,2,2007,2,28,5,45,0,0.222,2.81
3.27,-122.789,38.806,2,2007,2,28,10,47,39.5,0.14,3.23
3.58,-114.77,41.06,12,2007,2,28,11,47,41,0.222,3.49
3.4,-116.268,38.162,20,2007,3,1,8,15,53.9,0.222,3.31
3.6,-120.929,45.125,22,2007,3,1,10,7,31.9,0.222,3.51
2.9,-121.707,37.341,8,2007,3,1,17,9,43.8,0.14,2.86
2.96,-119.41,34.908,12,2007,3,1,19,56,21.6,0.03,2.96
3.1,-125.788,48.707,35,2007,3,2,1,58,16,0.222,3.01
3.1,-124.788,48.707,35,2007,3,2,1,58,16.8,0.222,3.01
2.8,-116.447,33.488,6,2007,3,2,4,27,6.8,0.02,2.8
4.23,-122.111,37.896,16,2007,3,2,4,40,0.7,0.1,4.21
2.7,-121.836,37.562,9,2007,3,3,23,19,48.4,0.13,2.67
2.9,-116.37,44.34,14,2007,3,4,2,43,31,0.222,2.81
2.61,-121.372,38.319,63,2007,3,5,18,48,54.1,0.14,2.57
3.46,-118.659,37.972,9,2007,3,6,0,12,17.2,0.27,3.33
2.91,-117.424,32.071,6,2007,3,6,3,33,29.6,0.05,2.91
2.54,-120.11,40.474,14,2007,3,6,7,25,34.4,0.27,2.41
2.63,-123.433,39.573,1,2007,3,7,4,54,43.2,0.12,2.6
2.92,-121.272,36.764,9,2007,3,7,16,40,53,0.12,2.89
2.78,-116.999,34.047,15,2007,3,7,17,57,45.1,0.03,2.78
3.22,-121.153,36.563,4,2007,3,8,5,47,21.6,0.14,3.18
2.7,-118.756,35.544,5,2007,3,8,19,25,4.7,0.04,2.7
2.84,-116.059,31.83,5,2007,3,8,21,53,37.8,0.111,2.82
4.9,-119.369,38.427,10,2007,3,9,3,17,32.1,0.27,4.77
2.89,-118.832,36.937,4,2007,3,9,3,20,57.1,0.111,2.87
2.76,-118.389,38.188,11,2007,3,9,3,31,18.9,0.27,2.63
2.9,-122.188,46.197,1,2007,3,11,10,49,48.8,0.222,2.81
2.95,-119.102,33.653,6,2007,3,12,7,6,38.1,0.02,2.95
2.69,-120.675,35.869,30,2007,3,13,0,45,41.3,0.11,2.67
2.6,-116.246,32.001,6,2007,3,13,14,28,50.5,0.07,2.59
2.8,-120.234,42.098,10,2007,3,14,3,26,18.7,0.222,2.71
2.89,-118.063,37.998,5,2007,3,14,16,44,17.8,0.27,2.76
3.05,-123.419,39.61,8,2007,3,14,21,19,8.3,0.13,3.02
2.9,-115.588,48.285,1,2007,3,15,11,58,48,0.222,2.81
3.15,-119.165,38.932,22,2007,3,15,17,47,43,0.222,3.06
2.71,-115.828,32.049,1,2007,3,15,23,3,31.4,0.07,2.7
3.1,-122.088,39.742,23,2007,3,16,7,23,59.7,0.1,3.08
3.06,-120.806,35.521,7,2007,3,16,7,30,3.8,0.12,3.03
2.91,-118.842,37.445,9,2007,3,17,1,27,58.3,0.14,2.87
2.7,-117.74,34.182,7,2007,3,17,3,2,27.4,0.02,2.7
2.71,-121.593,37.339,9,2007,3,17,21,34,46.6,0.08,2.7
2.83,-121.367,40.277,6,2007,3,19,19,43,57.6,0.2,2.76
2.65,-117.528,36.031,3,2007,3,19,21,39,26.7,0.05,2.65
3.11,-120.332,35.779,9,2007,3,19,22,55,55.4,0.13,3.08
2.89,-121.522,37.117,7,2007,3,21,21,18,0.2,0.15,2.85
2.93,-122.773,40.241,16,2007,3,22,6,18,21.8,0.16,2.88
3.1,-122.19,46.196,1,2007,3,22,10,26,27.6,0.222,3.01
2.9,-122.74,47.404,30,2007,3,22,14,8,9,0.222,2.81
2.57,-116.682,34.885,12,2007,3,23,18,59,29.3,0.03,2.57
2.57,-122.655,39.44,3,2007,3,24,23,36,47.7,0.15,2.53
2.87,-119.33,33.895,6,2007,3,25,3,34,34,0.03,2.87
3.14,-121.254,36.641,7,2007,3,25,6,17,30.5,0.13,3.11
3.1,-119.348,33.012,7,2007,3,25,13,55,40.4,0.111,3.08
3.62,-115.148,32.402,15,2007,3,25,17,51,41.2,0.03,3.62
2.7,-121.941,42.244,7,2007,3,25,23,16,18.3,0.222,2.61
2.73,-118.354,38.234,10,2007,3,26,13,3,53.5,0.27,2.6
2.9,-123.108,39.439,4,2007,3,26,22,52,14.4,0.13,2.87
2.8,-115.657,31.887,6,2007,3,27,9,29,7,0.111,2.78
3.19,-118.311,35.076,3,2007,3,27,16,12,49.5,0.02,3.19
3.03,-117.224,34.774,5,2007,3,27,21,15,38.9,0.03,3.03
2.51,-118.576,35.312,2,2007,3,27,22,40,4,0.04,2.51
3.4,-125.507,40.386,17,2007,3,27,23,14,25.6,0.111,3.38
2.8,-120.562,35.999,5,2007,3,28,10,42,30.2,0.08,2.79
3.2,-126.537,41.834,5,2007,3,28,13,4,17.8,0.222,3.11
2.61,-119.612,38.723,11,2007,3,28,18,37,33.1,0.27,2.48
2.56,-117.162,32.079,3,2007,3,28,23,50,22.3,0.05,2.56
3.71,-112.58,45.34,11,2007,3,29,5,39,31,0.222,3.62
2.54,-116.845,34.305,7,2007,3,29,16,43,33.7,0.03,2.54
4.11,-117.775,36.028,0,2007,3,30,9,9,35.8,0.01,4.11
2.59,-118.824,37.453,11,2007,3,30,14,33,39.4,0.18,2.53
2.84,-122.844,39.745,0,2007,3,30,16,7,29.1,0.14,2.8
3,-122.458,48.685,8,2007,3,30,20,0,30.2,0.222,2.91
2.85,-122.76,38.797,4,2007,4,1,13,38,56.8,0.14,2.81
3.94,-118.378,37.374,14,2007,4,2,1,4,15.2,0.1,3.92
3.54,-115.878,32.183,6,2007,4,2,3,55,15.4,0.04,3.54
3.3,-120.813,36.251,7,2007,4,3,5,8,23.9,0.13,3.27
2.51,-119.442,37.621,7,2007,4,3,11,15,56.1,0.28,2.37
3.49,-117.95,34.183,12,2007,4,4,11,27,3.4,0.02,3.49
3.29,-120.841,35.596,7,2007,4,4,20,37,19.2,0.13,3.26
2.8,-121.819,42.317,3,2007,4,4,22,30,49.4,0.222,2.71
2.8,-125.982,43.247,10,2007,4,6,12,47,37.5,0.222,2.71
3.3,-124.186,40.711,17,2007,4,6,19,25,45.8,0.13,3.27
2.92,-118.098,34.516,11,2007,4,7,3,13,58.2,0.02,2.92
2.75,-118.458,35.525,8,2007,4,7,23,9,41.6,0.03,2.75
3.1,-120.936,45.126,23,2007,4,8,9,40,41.2,0.222,3.01
2.62,-122.77,38.54,5,2007,4,8,19,1,57.7,0.15,2.58
2.69,-120.394,35.854,4,2007,4,8,23,36,7.5,0.15,2.65
2.55,-121.582,37.193,6,2007,4,8,23,50,10.4,0.13,2.52
2.9,-115.738,31.789,6,2007,4,9,7,16,57.8,0.111,2.88
3.48,-118.952,34.07,15,2007,4,10,13,27,24.4,0.02,3.48
2.5,-121.141,40.219,7,2007,4,10,17,55,37.2,0.15,2.46
2.72,-118.725,37.973,8,2007,4,11,4,17,8.9,0.222,2.63
2.9,-123.104,47.281,48,2007,4,11,20,16,48.8,0.222,2.81
3.07,-121.342,36.745,8,2007,4,12,16,17,2.7,0.14,3.03
3.07,-121.881,40.653,17,2007,4,14,0,11,18,0.14,3.03
3.16,-118.839,37.478,4,2007,4,14,5,19,11.6,0.12,3.13
2.56,-116.748,33.694,18,2007,4,14,12,46,10,0.03,2.56
2.8,-122.148,48.99,12,2007,4,15,1,21,29.2,0.222,2.71
4.41,-116.056,32.692,8,2007,4,15,22,57,26.7,0.02,4.41
2.65,-122.868,38.83,4,2007,4,16,0,23,24.5,0.14,2.61
3.1,-125.683,40.468,22,2007,4,18,7,6,38.6,0.111,3.08
4.8,-123.107,39.465,6,2007,4,18,8,42,22.3,0.1,4.78
4,-121.506,34.66,5,2007,4,18,11,16,57.5,0.1,3.98
3.56,-116.594,33.448,11,2007,4,18,22,23,12,0.02,3.56
3.19,-119.928,34.216,6,2007,4,23,4,8,57.5,0.03,3.19
2.92,-116.05,33.167,4,2007,4,23,7,28,30.7,0.02,2.92
2.9,-120.329,41.193,1,2007,4,23,16,11,25,0.12,2.87
3.16,-118.475,34.288,13,2007,4,23,19,30,49.2,0.02,3.16
2.79,-116.763,34.029,5,2007,4,23,22,41,11.3,0.02,2.79
3.5,-116.176,44.457,5,2007,4,24,4,33,9.3,0.222,3.41
3.08,-115.098,32.366,6,2007,4,24,13,30,6.2,0.05,3.08
4.37,-122.796,38.795,2,2007,4,24,21,8,28.5,0.1,4.35
3.17,-115.441,32.768,16,2007,4,25,16,20,47.1,0.04,3.17
3.82,-115.27,37.1,10,2007,4,27,15,42,50,0.222,3.73
3.35,-117.317,34.115,14,2007,4,28,8,4,56.9,0.02,3.35
3.56,-116.499,33.074,12,2007,4,28,14,55,17.5,0.03,3.56
2.55,-117.808,33.87,13,2007,4,28,18,7,35.3,0.02,2.55
2.9,-115.977,47.485,5,2007,4,29,8,39,20,0.222,2.81
2.93,-121.181,36.586,4,2007,4,30,13,57,45.7,0.1,2.91
2.57,-118.994,34.699,15,2007,4,30,14,34,13.6,0.05,2.57
2.6,-118.252,33.907,21,2007,4,30,18,52,49.8,0.03,2.6
2.55,-118.661,37.975,7,2007,5,1,18,47,34,0.222,2.46
3.3,-120.942,45.127,19,2007,5,2,11,16,16.1,0.222,3.21
2.7,-116.878,35.833,3,2007,5,2,15,20,25.2,0.03,2.7
2.9,-112.2,38.51,1,2007,5,2,15,58,53,0.222,2.81
2.94,-122.288,37.855,8,2007,5,2,19,20,19.7,0.12,2.91
2.66,-122.035,39.694,24,2007,5,2,21,17,6.9,0.15,2.62
2.55,-117.325,35.867,1,2007,5,3,15,13,33,0.04,2.55
4.18,-115.872,32.062,6,2007,5,5,0,1,43,0.03,4.18
2.65,-121.453,36.843,2,2007,5,7,3,16,56.9,0.33,2.45
3.2,-113.61,47.28,20,2007,5,7,6,54,13,0.222,3.11
3.37,-121.562,40.766,9,2007,5,7,7,52,58.7,0.13,3.34
4,-113.306,28.842,10,2007,5,7,13,41,37,0.222,3.91
3.4,-116.665,31.191,2,2007,5,7,15,22,4.2,0.222,3.31
2.58,-120.536,35.973,6,2007,5,7,15,50,49.7,0.12,2.55
2.54,-116.731,34.025,12,2007,5,7,22,6,7.1,0.03,2.54
4.36,-112.13,45.39,10,2007,5,8,15,46,49,0.222,4.27
2.64,-120.089,39.226,10,2007,5,8,21,20,20.2,0.222,2.55
3.1,-115.13,48.11,10,2007,5,9,3,21,53,0.222,3.01
2.83,-115.327,32.319,6,2007,5,9,8,25,42.8,0.05,2.83
2.53,-116.911,34.144,13,2007,5,9,15,23,59.1,0.02,2.53
3,-122.281,46.208,0,2007,5,11,18,8,9.7,0.222,2.91
2.63,-123.067,39.025,3,2007,5,12,3,7,45.3,0.16,2.58
2.92,-121.159,40.22,4,2007,5,13,18,46,27.9,0.14,2.88
3.04,-118.576,34.207,19,2007,5,13,21,54,48.4,0.02,3.04
2.9,-126.598,43.109,10,2007,5,14,13,2,40,0.222,2.81
2.96,-122.728,38.495,6,2007,5,17,2,16,33.6,0.2,2.89
3.24,-115.607,33.182,3,2007,5,17,16,5,30.8,0.03,3.24
2.92,-121.157,36.566,3,2007,5,18,8,55,48.5,0.16,2.87
2.82,-122.206,40.306,24,2007,5,20,8,13,13.4,0.13,2.79
3.5,-121.727,37.364,7,2007,5,20,23,10,19.5,0.1,3.48
4.01,-120.412,35.861,9,2007,5,22,11,34,12.1,0.1,3.99
2.73,-116.473,33.504,12,2007,5,22,18,13,30.8,0.03,2.73
3.7,-114.167,31.364,12,2007,5,22,20,55,19.8,0.222,3.61
2.5,-118.874,37.584,7,2007,5,23,4,7,7.1,0.19,2.43
3.4,-106.94,34.067,5,2007,5,23,5,16,55.1,0.222,3.31
3.92,-117.385,34.197,13,2007,5,24,6,15,15.5,0.02,3.92
3.31,-122.458,38.429,10,2007,5,24,16,1,19.7,0.15,3.27
3.41,-118.528,37.415,9,2007,5,25,20,4,30.4,0.14,3.37
2.82,-122.165,37.779,8,2007,5,28,3,46,52.5,0.13,2.79
2.9,-111.99,39.32,4,2007,5,28,20,55,54,0.222,2.81
2.8,-123.05,48.92,10,2007,5,29,8,53,41,0.222,2.71
2.61,-116.414,32.076,7,2007,5,30,15,5,34.3,0.05,2.61
2.9,-112.42,46.93,5,2007,5,31,0,32,31,0.222,2.81
3.4,-120.241,42.105,5,2007,5,31,2,0,52.5,0.14,3.36
2.55,-118.874,37.531,6,2007,5,31,9,32,24.7,0.16,2.5
2.64,-119.129,33.409,11,2007,5,31,15,39,35.2,0.14,2.6
3.3,-115.226,32.363,3,2007,6,1,20,9,50.9,0.03,3.3
4.26,-116.212,33.872,5,2007,6,2,5,11,26.4,0.02,4.26
2.59,-121.808,39.699,12,2007,6,2,23,45,58.4,0.17,2.54
2.68,-122.112,37.212,12,2007,6,3,22,5,8.1,0.13,2.65
3.74,-119.229,34.879,13,2007,6,4,8,15,9.2,0.02,3.74
2.65,-118.101,32.517,11,2007,6,4,14,16,11.2,0.06,2.64
2.55,-121.32,35.74,8,2007,6,6,5,1,18,0.13,2.52
2.51,-122.852,40.161,46,2007,6,7,20,48,25.6,0.13,2.48
3.74,-114.04,37.5,9,2007,6,11,1,3,46,0.222,3.65
2.57,-116.963,35.033,5,2007,6,11,2,37,41.6,0.03,2.57
4.6,-118.864,37.537,11,2007,6,12,7,23,43.1,0.1,4.58
2.54,-117.542,32.25,6,2007,6,13,1,56,0.1,0.07,2.53
3.49,-118.216,32.74,6,2007,6,13,3,6,36.1,0.02,3.49
3.3,-112.6,45.37,12,2007,6,14,2,40,43,0.222,3.21
2.57,-120.577,36.534,4,2007,6,14,21,52,24.1,0.17,2.52
3.57,-120.95,45.13,16,2007,6,14,21,57,56,0.222,3.48
2.74,-122.156,40.429,22,2007,6,15,2,57,54.2,0.09,2.73
3.2,-122.191,46.201,0,2007,6,15,12,52,2.8,0.222,3.11
2.83,-115.548,32.762,18,2007,6,16,7,38,29.4,0.04,2.83
2.8,-122.462,47.335,24,2007,6,16,12,28,51.3,0.222,2.71
4,-126.439,42.449,10,2007,6,16,19,44,31.5,0.222,3.91
2.66,-117.463,36.073,5,2007,6,17,16,27,14.1,0.04,2.66
2.52,-121.777,37.456,7,2007,6,18,16,13,50.6,0.15,2.48
2.59,-121.107,37.014,9,2007,6,19,3,0,47.8,0.12,2.56
2.8,-112.21,38.49,1,2007,6,19,8,8,47,0.222,2.71
2.8,-122.822,42.414,0,2007,6,19,18,8,20.2,0.222,2.71
2.71,-118.563,35.347,6,2007,6,22,14,54,57.1,0.03,2.71
3.6,-125.963,40.37,21,2007,6,23,19,7,9.4,0.222,3.51
3.54,-123.733,40.262,27,2007,6,23,22,33,29.4,0.11,3.52
3.31,-115.075,32.211,0,2007,6,24,7,39,28.3,0.04,3.31
2.79,-121.04,36.589,11,2007,6,24,9,40,28,0.14,2.75
5.04,-124.825,41.116,3,2007,6,25,2,32,24.6,0.09,5.03
2.5,-116.513,33.473,13,2007,6,25,7,15,47,0.03,2.5
3.16,-115.814,31.771,6,2007,6,26,10,51,28.9,0.111,3.14
2.67,-119.559,34.059,21,2007,6,26,20,21,25.1,0.05,2.67
2.5,-122.631,42.199,4,2007,6,26,20,45,55.5,0.222,2.41
3.47,-116.721,31.993,0,2007,6,27,1,4,8.3,0.111,3.45
2.56,-121.711,37.348,8,2007,6,27,23,49,15.2,0.14,2.52
2.84,-117.685,36.138,2,2007,6,28,1,33,40.6,0.06,2.83
2.8,-116.735,33.693,19,2007,6,28,6,35,52.3,0.02,2.8
2.72,-121.815,37.953,15,2007,6,28,6,58,41.1,0.16,2.67
2.8,-115.214,37.201,4,2007,6,30,16,24,42.5,0,2.8
2.89,-115.639,31.502,0,2007,7,1,20,17,27.2,0.222,2.8
2.8,-121.857,47.832,8,2007,7,1,22,30,28.5,0.222,2.71
3.1,-117.299,35.953,4,2007,7,1,23,16,35.3,0.02,3.1
2.58,-117.387,32.731,15,2007,7,2,3,35,39.8,0.04,2.58
2.8,-111.53,41.8,1,2007,7,2,8,5,1,0.222,2.71
2.98,-124.421,40.305,18,2007,7,2,19,10,36.8,0.15,2.94
4.2,-121.623,36.88,8,2007,7,2,19,58,53.1,0.1,4.18
2.76,-115.445,32.781,14,2007,7,2,23,5,47.5,0.04,2.76
2.5,-119.862,42.339,5,2007,7,3,9,21,17.9,0.222,2.41
2.6,-119.925,42.065,6,2007,7,3,11,20,45.3,0.222,2.51
2.8,-113.82,47.62,16,2007,7,3,13,53,11,0.222,2.71
2.8,-119.821,41.834,5,2007,7,3,15,9,40.8,0.222,2.71
2.65,-122.209,37.885,7,2007,7,3,16,11,13.8,0.14,2.61
2.95,-121.59,41.072,16,2007,7,3,19,2,46.9,0.15,2.91
3.1,-112.52,37.54,1,2007,7,4,4,3,24,0.222,3.01
2.8,-120.1,38.074,34,2007,7,4,21,6,9.2,0.16,2.75
3.8,-114.617,30.347,10,2007,7,5,2,8,53,0.222,3.71
2.71,-116.393,32.092,6,2007,7,5,21,30,2.5,0.06,2.7
2.72,-123.978,39.712,6,2007,7,6,3,32,52.4,0.18,2.66
2.6,-117.249,32.528,6,2007,7,6,20,32,55.2,0.03,2.6
2.67,-119.912,35.385,5,2007,7,6,22,33,42.4,0.04,2.67
2.95,-122.69,39.975,7,2007,7,7,23,53,27.6,0.14,2.91
2.75,-123.753,41.523,34,2007,7,8,3,57,51.9,0.13,2.72
3.74,-119.681,34.865,0,2007,7,8,7,27,41.1,0.02,3.74
2.52,-117.937,33.07,6,2007,7,9,3,32,42.4,0.03,2.52
2.6,-121.324,36.695,4,2007,7,9,18,14,30.6,0.16,2.55
2.53,-118.46,35.663,11,2007,7,11,17,51,33.1,0.05,2.53
3.3,-122.728,45.252,20,2007,7,12,3,53,21,0.222,3.21
2.56,-121.481,35.995,14,2007,7,14,18,36,22.2,0.19,2.49
2.66,-119.12,35.08,17,2007,7,15,6,25,59.8,0.03,2.66
2.9,-122.185,46.194,1,2007,7,15,9,37,20.1,0.222,2.81
2.74,-117.767,33.876,3,2007,7,15,17,7,57.5,0.02,2.74
2.73,-118.338,34.279,11,2007,7,16,9,37,8.4,0.02,2.73
3.11,-115.243,37.164,0,2007,7,17,13,54,43.4,0.222,3.02
2.94,-115.64,30.984,7,2007,7,18,6,58,53,0.222,2.85
3.31,-116.032,31.746,3,2007,7,18,9,35,57,0.111,3.29
3.3,-115.88,32.434,10,2007,7,18,9,36,3.5,0.111,3.28
2.94,-118.401,37.109,13,2007,7,18,15,54,39.3,0.23,2.84
2.64,-115.227,32.395,12,2007,7,19,21,18,28.8,0.07,2.63
2.61,-116.289,34.651,6,2007,7,20,11,24,42.1,0.03,2.61
4.2,-122.193,37.804,5,2007,7,20,11,42,22.3,0.1,4.18
3.17,-118.723,37.969,7,2007,7,20,15,20,37.5,0.27,3.04
3.91,-122.807,38.807,1,2007,7,20,17,50,20.3,0.1,3.89
2.8,-122.612,37.877,17,2007,7,21,0,48,51.2,0,2.8
3.47,-116.947,34.995,8,2007,7,22,0,0,12,0.02,3.47
2.58,-121.207,36.606,3,2007,7,23,5,26,56,0.17,2.53
2.67,-116.072,32.702,9,2007,7,23,17,29,26.5,0.04,2.67
2.95,-116.856,34.309,1,2007,7,24,17,34,13.3,0.02,2.95
2.9,-117.696,48.023,1,2007,7,24,19,3,29,0.222,2.81
3.36,-124.265,40.442,25,2007,7,25,18,23,31.2,0.13,3.33
3.8,-112.699,29.307,10,2007,7,25,20,59,24.6,0.222,3.71
2.58,-118.969,33.467,9,2007,7,26,8,19,23.4,0.04,2.58
2.8,-121.477,42.39,12,2007,7,26,21,16,0.6,0.222,2.71
2.84,-119.966,35.987,25,2007,7,26,21,39,35.2,0.18,2.78
2.8,-126.642,45.346,10,2007,7,27,20,28,23.6,0.222,2.71
2.8,-116.414,40.976,4,2007,7,27,21,46,26.5,0.222,2.71
2.68,-119.392,37.52,18,2007,7,28,0,24,19,0.19,2.61
