AFFINITY	SAMPLE_ID	LATITUDE	LONGITUDE	SIO2(WT%)	TIO2(WT%)	AL2O3(WT%)	FE2O3(WT%)	FEO(WT%)	CAO(WT%)	MGO(WT%)	MNO(WT%)	K2O(WT%)	NA2O(WT%)	P2O5(WT%)	LA(PPM)	CE(PPM)	PR(PPM)	ND(PPM)	SM(PPM)	EU(PPM)	GD(PPM)	TB(PPM)	DY(PPM)	HO(PPM)	ER(PPM)	TM(PPM)	YB(PPM)	LU(PPM)	SC(PPM)	V(PPM)	CR(PPM)	CO(PPM)	NI(PPM)	CU(PPM)	ZN(PPM)	GA(PPM)	RB(PPM)	SR(PPM)	Y(PPM)	ZR(PPM)	NB(PPM)	SN(PPM)	CS(PPM)	BA(PPM)	HF(PPM)	TA(PPM)	PB(PPM)	TH(PPM)	U(PPM)
MORB	MOA8712-093-001	-14.42	-112.6	51.21	1.85	15.23			9.57	5.13	0.21	0.34	3.06	0.46				31.79	10.43										39	241	161	34	52	59	129		5.01	121.3	101	346	10						0.954
MORB	MOA8712-077-001	-16.57	-113.06	50.09	1.7	14.25			11.57	7.34	0.2	0.09	2.2	0.14				10.23	3.77										46	399	255	48	81	71	99		0.65	93.33	41	103	2						
MORB	*482/10	2.22	-101.52	50.38	1.55	14.52			11.56	7.63	0.18	0.08	2.72	0.14															42	326	279		81				0.73	103	39	88	2			9			
MORB	AII0093-6-010-003	-24.98	70.012	50.93	1.34	14.96	2.21	7.29	11.34	8.43	0.18	0.08	2.77	0.15	2.7	9.02		8.6	3.11	1.22		0.72					3.15	0.47	35.5	290	288	41.5	126	63	80	17	0.4	105	31.5	89	1.6			15	2.2		0.56
MORB	DUF0023-003-001	-25.385	70.064	49.5	0.82	16.1	8.3		12.1	9.39	0.14	0.05	2.28		0.753	3.05		4.02	1.67	0.68	2.56		3.18		2		1.86		29.4	197	368	57.8	275	59.9	68.8		0.11	57	22.3	41.5				1.9			
MORB	*482/4	5.25	62.03	49.68	1.57	15.44	3.2	7.44	10.8	8.27	0.19	0.29	3.27	0.15	4.16	13.1		10.8	3.6	1.35	4.93		5.81		3.67		3.42		43	289	303	42	115				1.1	145	35	112	4			17.1			
MORB	ARGCIRC-104	-19.825	66.05	50.32	1.08	15.92	1.56	7.55	11.94	8.25	0.17	0.14	2.34	0.11		8.33		7.49	2.72	1.08	4.17		4.9		3.2		3.08	0.488	60	250	350	34	93	110		18	1.53	96.3	36	65				25			
MORB	ARGCIRC-093-004	-12.417	65.93		1.1							0.2	2.8			10.6		8.08	2.74	1.06	3.74		4.38		2.75		2.72	0.445	50	190	400	34	110	80		20	2.47	126	33	79				27			
MORB	ARGCIRC-094-002	-15.55	66.75		1.29							0.24	2.51			8.81		7.87	2.67	1.01	3.64		4.46		2.8		2.73	0.424	60	250	340	36	94	80		20	2.71	111	37	80				20					
IAB	14969-ALC13	38.55	11.366	51.19	0.8	17.16	2.95	5.96	10.7	6.98	0.17	0.94	2.27	0.3	23.1	45.8	5.3	20.6	4.08	1.45	3.5	0.57	3	0.61	1.7		2.05	0.31	41		132		47				13	651	20	74	10	2.1	0.48	370	1.96	0.57	2.4	4.3	1.2
IAB	20972-FIL_93	38.58	14.58	50.9	0.7	19.4	3.5	5	10.7	5.5	0.16	1.3	2.3	0.21	21	45																	24				31	673	13	74	7			401					
IAB	12822-SA_113	38.75	15	51.57	0.62	16.18	3.54	5.76	10.96	6.9	0.16	1.07	2.15	0.15	12.87	25.66	3.09	13.23	2.87	0.89	2.94	0.45	2.64	0.61	1.42	0.22	1.61	0.25		304	104	30.8	39.6	130	71		23.9	553	15.2	43.6	3.19		0.91	280	1.21	0.167	4.67	2.38	0.77
IAB	121144	38.79	15.21												23.3	50.5		21.5	4.39	1.11	3.8		3.17		1.75		1.76	0.28									44.9	508											
IAB	29755-STR_9/96D	38.79	15.21	48.6	0.99	16.3	3.6	5.75	12.21	6.3	0.18	1.68	2.73	0.37	42	87		34	8.2	2.1		0.93					2.4	0.48	35.9	287	54	37	46	106	75		66	749	27	142	19			818	3.2	1.14	20	13	
IAB	165437	38.79	15.21	49.5	0.96	18.5	3.13	5.22	11.2	5.5	0.17	2.14	2.68	0.41	49.4	100		49	8.5	2.3		0.83					2.9	0.36	32.2	274	85	34.1	39	96	70		81	789	27	163	23			1088	3.5	1.4	47	16.2	
IAB	113254	38.79	15.21	49.72	0.97	16.71	4.95	4.03	11.46	6.62	0.17	1.81	2.53	0.45	39	80	9.6	38	7.8	2	7	0.96	4.9	0.91	2.46	0.36	2.17	0.31		259	44	33	43				53	700	26	129	16		3.7	819	3.2	0.92	16	11.1	2.88
IAB	80822	38.79	15.21	50.92	0.79	17.03	4.56	4.35	10.98	6.8	0.17	1.02	2.48	0.29	18.9	39.9		18	3.58	1.47		0.62					1.98	0.32	37		27		58				20	631	20	90	12		0.82	296	2.13	0.37		3	1.2
IAB	22063-ST63	38.79	15.21	51.25	0.91	16	3.84	4.94	10.84	6.55	0.16	1.94	2.52	0.38	48	92	11.2	42	7.9	2	6.2	0.86	4.67	0.86	2.32	0.36	2	0.34		265	96	33	47				65	751	25	147	19		5	958	3.4	1.18	18	17.6	3.93
IAB	12640-12640	38.79	15.21	52.47	0.85	17.64	2.44	4.88	9.24	6.63	0.15	2.02	2.61	0.29	40	83		31	6.1	1.7		0.95					2.5	0.38	30.2		226	33	64				59	568	27	154	21			724	3.2	0.95		13.3	
IAB	19316-ST140	38.79	15.21	49.05	0.97	17.14	4.6	4.16	11.59	5.11	0.16	2.07	3.2	0.42	50	76		25											22	227	59	32	38				57	520	26	145	14			620					
IAB	23481-ST_89	38.79	15.21	50.63						6.22		2.16			49.6	88.9		40.4	7.6	2.04							2.26	0.36									69	682											
IAB	98416	38.79	15.21	51.59	1	17.56	5.11	3.79	9.27	4.51	0.14	2.51	2.99	0.47	66	99		29											18	296	42	32	29				63	667	28	161	18			931					
IAB	98255	38.79	15.21	51.68	0.9	19.93	3.96	3.68	10.13	3.72	0.13	2.16	2.85	0.38	46	91		27											17	274	12	21	19				58	738	25	151	15			750					
IAB	132575	38.79	15.21												33	57		22	4.2	1.2		0.49					2.3	0.35	25		123	25													2.7	0.6		6.7	
IAB	160345	38.79	15.21	49.43	1							2.18		0.39																							69.3	759	26.1	150.7	21.2								
IAB	125301	38.79	15.21	49.13	1.02	17.06	4.18	5.09	12.21	6.25	0.17	1.65	2.3	0.45																	30		37				48	720			18							7	
IAB	23141-ASV-5A	38.404	14.962	48.1	0.82	12.75			12.69	8.34	0.22	2.29	2.2	0.24	27.9	48.9			5.6	1.7		0.6					1.5		39.1		239	42.3	50				53.7	1110		81			1.5	556	2.3	0.4		6.1	1.9
IAB	164695	33.13	139.77	50.84	1.46	17.19			10.88	4.21	0.19	0.37	1.95	0.15	45	71													48	401	22	71	16	186	115	18	6	171	36	62	1			121				0	
IAB	28548-NI53080316_R46023	33.13	139.77	50.06	1.42	16.89	13.67		11.01	4.39	0.2	0.3	1.93	0.13																460	166		49	126	116		3	188	35	59				105					
IAB	28548-HJ-38_R49601	33.13	139.77	51.13	1.42	17.2	13.26		10.5	3.66	0.2	0.36	2.12	0.15																378	195		51	157	127		3.7	187	38	63				130					
IAB	12546-NI53072705	33.13	139.77	50.48	1.65	14.5	4.47	11.67	9.61	4.38	0.31	0.32	2.31	0.18																								168											
IAB	155827	33.13	139.77	49.67	0.72	19.15		10.19	12.16	6.23	0.17	0.09	1.57	0.05		17													47	314	60		33	104	75	18	1	208	17	22				56				1	
IAB	155814	33.13	139.77	52.23	0.85	17.08			10.63	5.63	0.18	0.23	1.88	0.09																339	137		41	64	94		0	170.5	25	45				94					
IAB	12538-NI54071706	33.13	139.77	52.56	1.21	17.74	2.28	7.53	10.48	5.57	0.24	0.29	2.27	0.13																								163											
IAB	155796	33.13	139.77	52	1.11	15.68			10.14	4.81	0.22	0.21	1.98	0.06																500	15		10	127	107		0	180	23	40				78					
IAB	12530-NI54071401	33.13	139.77	52.59	1.5	16.88	2.41	7.9	10.83	4.91	0.26	0.54	1.63	0.08																								151											
IAB	155828	33.13	139.77	52.7	0.84	17.02		10.42	10.58	5.87	0.17	0.28	2.03	0.1		4													42	299	78		31	72	87	16	4	170	25	41	1			85					
IAB	51014	33.05	139.9	51.62	0.442	16.65			9.93	3.63	0.2	0.4	2.27	0.156	2.63	8.86	1.55	9.43	3.49	1.191	4.68	0.87	5.77	1.31	3.65		3.61	0.56	36.6	377	39	37	14.1		110	18.3	5.41	161	33.9	66	0.56		0.62	133	2.11	0.07	2.96	0.214	0.137
IAB	43498	35.38	138.7	50.77	1.59	16.21	2.18	9.06	9.24	5.64	0.18	0.93	2.8	0.39	10.13	25.21	3.84	18.84	5.04	1.43	5.08	0.85	5.11	1.09	2.84	0.45	2.86	0.43	29.6	399.3	110.4		53.5	207.5	94.9	16.7	18	345.2	31.6	115.9	3.3			263.2	3.23	1.29	6.89	1.39	0.56
IAB	8388-F-864	35.38	138.7												7.67	19.1		14.3	3.86	1.27	4.28		4.3		2.53		2.4	0.354									13.5	403					0.947	228	2.68				
IAB	22318-F2	35.38	138.7	48.8											7.6					1.34		0.64							33.5		106	40.2	55				11.5	428		113			0.87	198	2.59	0.122		1.21	0.35
IAB	117550	35.38	138.7	49.11											7.88	20		14.71	3.98	1.122	4.65		4.6		2.76		2.74	0.412									13.5	410						218					
IAB	137837	35.38	138.7	51	1.41	17.06	3.8	7.04	9.97	4.96	0.17	0.73	2.56	0.28																							13	395											
IAB	53904	35.22	139.02	50.1	0.62	19.9	4.28	4.93	10.55	5.69	0.15	0.23	2.02	0.09	1.63	4.31		3.55	1.15	0.473	1.57		1.8		1.15		1.08	0.167																					
IAB	43502	35.22	139.02	51.63	0.71	19.63	3.33	5.8	10.01	5.56	0.16	0.21	2.12	0.08	0	6		0											32	262	57		29	65	67	13	2	334	13	41	0			55			2	0	0
IAB	50596	35.38	138.7	51.71	0.93	22.03			10.36	3.08	0.12	0.48	3.07	0.14																241	7		7	83	75		5.3	430	20.4	56.9				143					
IAB	134242	35	138.9												5.8					0.97		0.45							30.2		217	40.7	111				5.2			62			0.25	85	1.58	0.162		0.65	0.15
IAB	8390-IZU-3	34.92	139.12												7.43	18		11.9	3.05	1.06	3.37		3.45		2.1		2.04	0.309									13.3	383					0.611	157	2.25				
IAB	50115	35.2	138.7	48.13	1.02	18.72			11.89	5.18	0.16	0.105	1.97	0.09	1.5	4.55	0.72	4.91	2.02	0.75	2.46		2.75		1.49		1.38						19				1.4	217	17	41	3			121					
IAB	53903	35.5	138.5	49.93	1.15	17.59	3.42	8.62	10.97	4.8	0.17	0.27	2.04	0.02	2.07	6.37		6.2	2.3	0.831	3.17		3.72		2.39		2.16	0.317																					
IAB	125941	35	137.75	51.8	2.7	16.1			8.2	3.9	0.2	1.7	3.4	0.6																	52		4				30	480	28	186	10			280					
IAB	50579	35.38	138.7	51.3	1.33	17.62			9.97	5.55	0.15	0.71	2.88	0.25																371	67		41	168	95		11.9	433	23.4	87.1				215					
IAB	50578	35	138.5	48.82	0.64	17.16			13.3	7.1	0.18	0.08	1.33	0.02																407	94		24	107	81		0	161	13	19.3				67					
IAB	51004	34.15	139.5	49.44	1.029	16.06			11.21	5.79	0.223	0.218	2.08	0.063	1.49	4.78	0.81	4.78	1.75	0.755	2.4	0.44	2.86	0.65	1.86		1.83	0.28	48.9	451	40	43	14.3	111	90	17.6	2.61	242	18.1	33.4	0.28		0.21	104	0.94	0.04	2.2	0.12	0.089
IAB	153337	34.08	139.52	50.4	0.85	17.8	3.04	8.06	11.4	5.25	0.21	0.22	2.17	0.05	1.31	4.6	0.75	4.25	1.51	0.76	2.06	0.43	2.79	0.64	1.74	0.27	1.89	0.28									2.99	279	16.7	27.6	0.23		0.22	109	0.91	0.021	1.42	0.13	0.0691
IAB	164047	34.1	139.5	51.3	1.1	17.9			10.9	4.1	0.2	0.4	2.4	0.1															42	377	34	47		142	92		8	259	26	55				147					
IAB	25395-NI57080611B	34.112	139.475	52.96	1.27	15.65	2.91	9.32	9.78	4.24	0.23	0.46	2.54	0.15																								254											
IAB	9893-H-18	34.75	139.42												11.1	30.4			4.6	1.51		0.9					2.8	0.47	43.5		690	45.7												401	0.9			2.24	0.52
IAB	51000	34.75	139.42	49.55	0.566	19.67			12.69	5.2	0.175	0.156	1.28	0.033	0.75	2.57	0.43	2.58	1.03	0.438	1.48	0.27	1.8	0.42	1.2		1.21	0.18	40.8	364	30	42	16.8	161	76	16.7	1.89	180	11.3	19.1	0.19		0.28	86	0.58	0.027	2.32	0.099	0.052
IAB	142780	34.75	139.42	52.17	0.95	13.68			9.5	4.55	0.23	0.46	2.03	0.11	5.21	13.57	2.07	9.69	2.67	0.94	2.87	0.5	3.03	0.63	1.79	0.29	1.75	0.28									9.5	449	18.8	58.4	1.43			150	1.65	0.09	3.38	0.5	0.2
IAB	43504	34.75	139.42	52.01	1.03	17.47	3.29	8.29	10.41	4.21	0.19	0.39	1.71	0.09	0	4		13											42	489	28		13	289	85	14	5	194	19	42	0			104			3	0	0
IAB	22499-OS-5	34.75	139.42	52.08	1.26	15.36	4.17	8.41	10.52	5.67	0.22	0.35	1.77	0.13	2.5	7.5			2.6	0.8		0.54					3.33	0.43	52.6		69	40.4	25				5.3			87			0.83	220	1.57	0.04		0.32	0.15
IAB	65931	34.75	139.42	50.54	0.91	17.21			10.01	7.86	0.17	2.12	3.05	0.38	23.7															248	189		100				64	563	24	101	2.9			508			7	4.3	
IAB	22525-OS3	34.75	139.42	51.64	0.78	16.26	3.05	8.34	11.33	6.33	0.2	0.18	1.57	0.06	2					0.82		0.52							51		72	38.4	11				4.4	186		74			0.76	175	1.32	0.03		0.26	0.12
IAB	134232	34.75	139.42												0.93					0.39		0.29							50.4		98	36.1	14.2					174		0			0.28	79	0.81	0.017		0.05	
IAB	8615-OSF-1	34.75	139.42	49.3	0.6	20.68			12.64	4.64	0.16	0.23	1.74	0.07																			13				3.4	192	13.9	27	0.2			107			1.16		
IAB	50116	34.75	139.42	51.72	0.73	16.16			11.39	6.12	0.21	0.177	1.56	0.07																			15				2.6	160	13	27				111					
IAB	134237	34.75	139.42												2.5					0.8		0.51							51.7		82	39.5	18				6.1			62			0.78	200	1.65	0.045		0.33	0.18
IAB	51024	30.47	140.3	49.679	0.666	19.53			12.231	4.784	0.177	0.171	1.748	0.042	0.98	3.11	0.55	3.243	1.25	0.528	1.74	0.34	2.21	0.51	1.43		1.47	0.23	39.2	395	18	41	16.3	160	72	17.5	2.03	183	14.1	22.5	0.23		0.18	37	0.7	0.063	1.41	0.088	0.067
IAB	84213	-30.58	-178.6	49.54	0.58	20.38			12.78	4.23	0.18	0.17	1.69	0.04	2															323	21		11				2	183	14	19	0			75					
IAB	86880	-31.43	-178.9	51.64	1.01	18.18	1.57	10.46	9.27	4.97	0.24	0.3	1.33	0.06	3.3	9.69		7.82	2.42	0.94		0.65					2.01	0.34	39	388	17		19	47	109	17	8	220	21	37	1			115	1.25	0.49	3	0.4	0.2
IAB	10205-37486	-31.43	-178.9	51.96	0.97	16.35			10.22	4.94	0.23	0.42	2.31	0.1	3.2	7.8		6.4	2.16	0.85		0.51					2.1	0.33	40	363	15	34	16	57	101	18	9.8	222	21	39	0.32		0.53	134	1.22	0.02	3	0.496	0.191
IAB	86876	-30.22	-178.55	48.39	0.52	17.34	1.2	7.98	14.15	8.01	0.18	0.16	1.23	0.04	7.6	6.19		4.27	1.25	0.47		0.43					1.61	0.18	44	297	151		54	121	66	15	2	193	11	18	1			47	0.62	0.14	2	0.84	0.46
IAB	10204-10415	-30.22	-178.55	49.04	0.55	17.41	2.17	6.65	13.77	8.31	0.17	0.14	1.32	0.01	1.05	3.48	0.536	3.09	1.12	0.417	1.401	0.24	1.58	0.33	1	0.137	0.971	0.147	46.1	280	159	50.4	56.2	107	59.4	15.7	2.83	203	9.62	16.6	0.22		0.13	49.1	0.53	0.017	0.907	0.139	0.061
IAB	27434-45658	-30.7	-178.42	49.05	0.63	19.21	2.98	6.25	13.12	5.71	0.17	0.41	1.69	0.09	3.18	7.56	1.16	6.39	1.73	0.65	2.03	0.34	2.16	0.43	1.29	0.2	1.3	0.2	38	284	65	35	26	147	58	15	6	266	13	2	10		0.28	107	0.84	0.019	1	0.467	0.169
IAB	146574	-30.7	-178.42	49.76	0.87	14.82	3.89	8.18	11.94	6.94	0.23	0.48	1.78	0.11	3.49	8.83	1.42	7.12	2.05	0.75	2.37	0.4	2.47	0.53	1.45	0.22	1.45	0.23	43.25	343.22	51.59	46.97	34.72	188.13	81.47	16	8.22	209.5	14.99	33.8	0.81	0.45	0.37	109.7	1.17	0.12	2.22	0.42	0.16
IAB	138684	-29.27	-177.92	51.5	0.65	15.69			11.75	7.14	0.19	0.21	1.58	0.05	1.22	3.63	0.67	3.65	1.41	0.54	1.99	0.38	2.71	0.6	1.86	0.27	1.82	0.28	47.8		107	46.1	42.4	133	78.3		3.47	132	15.1	26.7	0.25		0.21	69.9	1.04	0.03	1.42	0.17	0.08
IAB	53023	-29.25	-177.87	49.52	0.72	17.69			12.97	6.43	0.19	0.18	1.31	0.06	2.3	4.3		4.2	1.41	0.58	2.08	0.39	2.36		1.43		1.58	0.23	45	309	143	35	44	92	81	13	2.6	158	14	33	0.25		0.26	87	0.94	0.02	2	0.197	0.075
IAB	86869	-29.25	-177.87	50.78	0.77	14.01	1.35	9.01	9.64	11.98	0.25	0.17	1.32	0.12	3.8	7.84		5.28	2.09	0.78		0.49					2.5	0.37	37	275	25		28	130	88	16	4	173	24	32	1			105	0.93	0.38	2	0.53	0.24
IAB	10203-7101	-29.25	-177.87	50.98	0.85	18.79	2.62	7.68	12.28	4.19	0.19	0.28	2.06	0.05	2.26	6.45	1.07	5.53	1.81	0.689	2.36	0.403	2.68	0.577	1.75	0.242	1.67	0.263	34.8	329	24.3	42.3	20.5	97.8	84.8	19	4.83	205	15.6	27.5	0.37		0.35	86	0.95	0.024	1.69	0.245	0.12
IAB	57116	-29.25	-177.87												1.37	4.59	0.792	4.37	1.63	0.619	2.19	0.38	2.6	0.564	1.64	0.232	1.63	0.238	48.4	316	106	51.6	40.3	153	88.6	16	1.11	160	15.3	28.8	0.31		0.032	31.5	0.974	0.025	1.75	0.167	0.076
IAB	9633-C23	50.87	155.57	46.7	0.97	15.09	3.75	6.54	10.83	11.9	0.174	1.23	2.22	0.243	9.6	19.5		12.6	3.8	1.06		0.59					1.29	0.22	44	306	667	48	210	118	94	14	22.4	469	18	59	7.7	1.9	0	236	1.07		3	0	
IAB	137273	50.86	155.55	51.72	0.99	18.36	2.91	6.82	9.24	4.32	0.2	1.93	3.26	0.32	13	26		24											28	348	13	27	8				41.4	676	23	86	5			396				1	
IAB	9973-K-8	50.86	155.55	50.54						3.97		1.81			13.4																			138	99		41.5	733	20.8	91	4.21	0.8	1.3	372			4.4	2.5	
IAB	137280	47.12	152.23	47.12	0.87	15.69	2.93	6.89	11.12	11.32	0.16	0.98	2.18	0.22	8.87	20.4		12	3.37	1.04		0.53					1.76	0.265	39.6	324	1092	46.1	203				15	198	19	56	2.5		0.2	162	1.88	0.14		1.36	0.4
IAB	12983-MA7	44.0807	143.3864	49.77	1.18	18.16			10.15	6.97	0.17	0.32	3	0.19	8.78	20.09		3.7	13.7	1.41		0.9					3.14	0.38		199	45		14		63		7.2	366.3	24	122	3			96	2.85	0.17	2.4	0.82	0.48
IAB	12980-MA954	44.027	143.4553	51.88	1.09	16.58			8.57	7.75	0.16	0.81	2.88	0.21	10.34	23.8		3.7	14.5	1.08		0.72					3.29	0.4		194	376		129		65		23.5	292.2	23	121	4.4			151	2.85	0.25	3.6	1.86	0.88
IAB	43568	44.5	143	53	1.11	16.1	9.22		8.78	6.94	0.16	0.84	3.67	0.21	12.1	28.3	3.11	15.4	4.12	1.28	4.28	0.71	4.46	0.92	2.85	0.38	2.83	0.43									23.6	313	27	138	5.07		1.03	195	3.15	0.28		2.15	0.64
IAB	12974-YA1	43.6734	143.3962	52.04	1.04	18.79			9.75	5.19	0.15	0.73	2.95	0.19	10.47	19.96		3.7	14.5	1.07		0.47					2.58	0.35		225	135		43.1		65		18.9	325.1	24	102	3.8			263	2.05	0.16	4.5	2.02	0.67
IAB	12984-MA8	44.092	143.5589	49.2	0.99	16.58			9.84	9.34	0.15	0.52	2.56	0.16	7.57	16.74		2.8	11.1	1.07		0.62					2.57	0.29		227	351		132		61		9.5	318.1	19	86	3.6			113	1.94	0.14	2.5	1.29	0.24
IAB	12987-MO4	44.3626	143.3581	52.22	1.09	17.98			8.13	6.49	0.13	0.96	3.77	0.28	12.73	28.21		3.9	16.2	1.48		0.67					3.22	0.39		194	192		94		61		21.3	327.2	24	143	5.8			190	2.97	0.42	3.3	1.56	0.68
IAB	170162	44.7	143.4	50.64	1.32	16.67			9.03	8.7	0.13	0.84	2.83	0.32				19	5											210	502		153				20	383	30	123	7.5			179					
IAB	12977-MA1	44.0059	143.4686	49.63	1.22	17.68			9.85	7.38	0.18	0.51	3.06	0.27	11.58	23.9			4.74	1.6		1.03					3.83	0.43		227	251		98		67		12	350	26	126	1.7			143	3.08	0.14	2.8	0.97	0.29
IAB	12982-MA6	44.0864	143.366	49.57	1.45	17.67			9.55	5.68	0.2	0.42	3.07	0.23	8.81	20.26		4.1	14.6	1.41		0.9					3.93	0.52		299	26		11		88		5.9	333.7	26	120	4.3			119	2.7	0.27	4.3	0.71	0.27
IAB	12981-MA5	44.0598	143.4781	51.88	1.27	17.59			9.07	7.02	0.15	0.74	3.41	0.34	13.75	30.42		4.7	19.7	1.55		1.04					3.23	0.45		197	210		78		73		18.8	353.5	25	161	5.5			169	3.14	0.38	3.6	1.73	0.51
IAB	12990-AB953-1	44.0148	144.2878	51.5	0.68	18.39			10.25	4.83	0.18	1.15	2.47	0.19	9.55	18.54		3	12.4	0.95		0.47					2.2	0.41		270	9.5		13		72		21.7	380.9	19	71	2.5			225	1.92	0.07	4.4	1.96	3.13
IAB	10416-K-21	43.45	142.68	46.79	1.61	18.03	4.98	7.52	10.55	5.76	0.19	0.79	2.67	0.08	7.7	25.5			4.3	1.36		0.77					2.5	0.34	34.2		8.7	29.5												171	1.6			1.74	0.39
IAB	51191	44.8	147.05	50.6	1.14	19.66	2	8.77	10.74	3.95	0.17	0.29	2.55	0.19																		24	8	50	80		11	400						134					
IAB	51194	45	148	50.8	0.87	16.55	3.71	8.23	10.48	5.2	0.19	0.44	2.5	0.07																400	70	28	17	78	88		10	320						140					
IAB	137268	45.33	148.87	50.39	0.84	18.44	3.18	7.7	10.05	6.07	0.19	0.22	2.11	0.06	0	0		4											41	361	37	33	18				2.2	283	16.8	31	1			92				0	
IAB	9627-B520	45	145	51.2	0.96	16.13	10.68	1.55	5.24	6.22	0.094	0.41	2.55	0.077	1.9	8.6		7.1	2.6	1.03		0.74					2.73	0.49	38	357	7	26	5	55	107	16	2.6	129	29	32	0.9	1.4	0	24	0.87		1.2	0	
IAB	48412	44	146	50.11	0.629	18.01	2.28	8.07	11.21	7.77	0.191	0.101	1.41	0.069	1.1	2.9		2.6	0.9	0.34		0.25					1.55	0.24	43	323	140	41	49	42	100	15	1.1	184	13	20	0.9	1.1	0	42	0.55		3.4	0	
IAB	48413	45	145	52.88	0.788	18.65	0	9.48	10.6	4.88	0.186	0.141	2.12	0.097	1.4	4.7		4.1	1.5	0.66		0.45					1.81	0.28	38	309	60	25	18	83	119	16	1.3	240	18	29	1	1.2	0	72	0.77		4.1	0	
IAB	48417	44.35	146.25	50.42	1.07	17.65	2.54	8.34	10.45	4.95	0.207	0.587	2.32	0.177	5.9	14.2		11.1	3.3	1.14		0.83					3.51	0.55	40	389	18	33	4	95	115	19	10.4	333	33	73	2	1.7	1	157	2.28		5.1	0.63	
IAB	9629-G122/1	50.9	156	46.5	0.847	20	5.77	5.51	12.17	5.11	0.203	0.93	2.28	0.268	7.5	21		13.2	3.6	1.2		0.57					1.66	0.26	32	390	9	33	9	183	100	21	11.5	765	19	33	2.3	1.3	0	249	1.02		2.4	0.78	
IAB	105800	45.1	141.27	50.85	1.34	17.81			9.56	5.74	0.14	0.57	4.29	0.28																	167.5		54.7				13.4	409.5	23.6	172.5	3			128			2.4	2.1	
IAB	10419-K-27	45.1	141.27												8.9	25.1			3.8	1.27		0.8					2.4	0.35	23.5		116	28.4												255	2.3			1.2	0.31
IAB	66085	45.1	141.27												13.1	32.2	4.18	4.33	18	1.55	4.64	0.827	5.02	1.07	2.86	0.434	3.08	0.436									3.54	458	26.2	122	4.19		0.586	148	2.76		13.6	1.71	0.473
IAB	10458-K-26	45.1	141.27	50.69	1.28	16.59	4.06	5.01	10	7.34	0.1	1.03	3.49	0.14	13.3	36.5			4.6	1.39		0.73					2.4	0.37	24.5		144	29												235	2.6			2.55	0.66
IAB	170111	45.1	141.27	50.85	1.19	16.85			9.84	7.79	0.16	0.96	3.39	0.34				14.2	4.1											208.4	206		99.3				18.8	557	24.6	138	6.8			205					
IAB	48424	43.85	146.78	50.39	1.12	15.79	7.91	3.52	7.66	4.69	0.295	1.44	3.76	0.234	7.9	18.2		11.9	3.2	0.97		0.57					2.15	0.37	32	403	15	31	13	142	140	22	31.6	336	24	75	1.5	1.3	1.4	280	1.78		3.5	1.02	
IAB	9637-B104	43.5	146	50.59	2.41	15.03	2.75	6.19	9.67	4.62	0.18	1.19	2.71	0.52	12.9	27.1		12.4	2.9	0.95		0.47					1.5	0.23	21	265	100	31	54	176	80	15	23	357	31	160	3.9	1.3	2.4	497	1.38		6	1.36	
IAB	170171	43.8	143.3	50.57	1.07	17.04			9.21	8.79	0.17	1.04	2.68	0.27				18.9	4.6											220.3	233		111.3				35.1	410	26.7	109	3.9			277					
IAB	170139	44	141	52.44	1.03	16.58			9.46	7.35	0.14	1.38	2.81	0.24				17	4											215	201		86.6				34.9	517	20.2	104	4.9			382					
IAB	170146	44.5	142	52.96	0.77	15.84			9.49	8.3	0.17	0.83	2.69	0.11				6.8	2.4											217	316		174.7				23.3	227	19.8	80	2.7			169					
IAB	13330-SHM21	45	142	51.16	0.98	14.49	9.92		10.49	9.88	0.14	0.83	2.6	0.14				10.5	3.3											259.3	447		158.7				22.7	350	15.8	82	2.4			130					
IAB	170120	44.4256	141.429	51.5	0.83	19.8			10.02	5.54	0.19	0.68	2.9	0.17				8.9	3											192.8	88		36.5				11.9	474	18.6	78	2.6			783					
IAB	9156-ARU96-21	12.5	-70	48.8	0.93	14.1			11.53	10.7	0.18	0.1	1.75	0.068	2.65	6.65	1.02	5.4	1.69	0.71	2.11	0.42	2.92	0.59	1.75	0.25	1.77	0.26			670		227				2	77	18	46	3.8			35	1.06			0.25	0.08
IAB	155849	12.4	-68.75	49.8	1.02	15.3	2.28	7.76	11.16	8.16	0.13	0.19	2.84	0.07	3.06	8.24		6.31	2.03	0.77			3.22		1.97		1.92																	16.1				0.93	0.14
IAB	10831-CUR-42	12.4	-68.75	50.2	1.019	14.37	11.1		11.55	8.55	0.181	0.366	2.66	0.076	2.498	6.61	1.047	5.265	1.814	0.673	2.386	0.436	3.004	0.632	1.787	0.272	1.811	0.271	48.4	327	381		113			14.4	1.768	252.149	16.353	45.166	3.335			16.569	1.349	0.315	0.147	0.165	0.057
IAB	56538	12.4	-68.75	49.91	1.163	14.49	12.25		10.6	8.36	0.185	0.304	3.01	0.091	3.44	8.59		6.6	1.98	0.76	2.78		3.14	0.69	2.08		2.07	0.32	51.8	372	307		111			14.9	2.3	403	23.7	59	4.6			22					
IAB	56539	12.4	-68.75	52.6	0.865	14.04	9.87		9.14	8.44	0.163	0.836	4.05	0.073	1.8	4.98		4.51	1.55	0.63	2.28	0.41				0.27	1.62	0.28	48.8	300	400		121			11	46.8	194	18.6	42	3.1			185					
